activity_id,source_commercial_activity_id,store_name,category_name,category_group,quartiere_id,x_coord,y_coord,address
1,EP,,Somministrazione,somministrazione,5,1394537.871,4991843.047,VIA PIETRO PALMIERI 61/A
2,EP,,Somministrazione,somministrazione,10,1393970.003,4987972.322,VIA PASQUALE PAOLI 26/A
3,EP,,Somministrazione,somministrazione,15,1392773.455,4994671.188,VIA PIANEZZA 212/F
4,EP,,Somministrazione,somministrazione,5,1394041.603,4990876.168,CORSO PESCHIERA 138 bis/D
5,EP,,Somministrazione,somministrazione,4,1393966.78,4990868.407,CORSO PESCHIERA 145/A
6,EP,,Somministrazione,somministrazione,1,1397393.321,4991088.464,VIA MATTEO PESCATORE 10/C
7,EP,,Somministrazione,somministrazione,1,1397460.862,4991024.444,VIA MATTEO PESCATORE 16/F
8,EP,,Somministrazione,somministrazione,1,1397484.379,4991002.431,VIA MATTEO PESCATORE 18/F
9,EP,,Somministrazione,somministrazione,3,1395564.293,4990337.6,VIA PASTRENGO 3 bis/B
10,EP,,Somministrazione,somministrazione,10,1393140.617,4986992.528,VIA PASSO BUOLE 168
11,EP,,Somministrazione,somministrazione,10,1393081.743,4987022.437,VIA PASSO BUOLE 176/A
12,EP,,DIA di somministrazione,somministrazione,1,1395505.213,4992005.638,CORSO PALESTRO 14
13,EP,,Somministrazione,somministrazione,1,1395483.448,4991905.541,CORSO PALESTRO 15/C
14,EP,,Somministrazione,somministrazione,18,1397078.39,4994166.766,VIA PIER LUIGI PALESTRINA 19
15,EP,,Somministrazione,somministrazione,6,1394780.204,4992523.703,PIAZZA AMEDEO PEYRON 5 scala B
16,EP,,Somministrazione,somministrazione,7,1397145.67,4993264.212,LARGO PALERMO 73/C
17,EP,,Somministrazione,somministrazione,18,1397181.192,4993525.54,CORSO PALERMO 93/L
18,EP,,DIA di somministrazione,somministrazione,18,1397180.144,4993508.591,CORSO PALERMO 93
19,EP,,Somministrazione,somministrazione,15,1392739.02,4995488.193,VIA DELLE PERVINCHE 10/F
20,EP,,Somministrazione,somministrazione,12,1392219.072,4987879.758,VIA PUBLIO ELVIO PERTINACE 49/D
21,EP,,Somministrazione,somministrazione,7,1397237.32864583,4992611.759375,VIA PERUGIA 26/B
22,EP,,Somministrazione,somministrazione,10,1394049.316,4986530.688,VIA PASSO BUOLE 56
23,EP,,Somministrazione,somministrazione,1,1395593.351,4992173.433,CORSO PALESTRO 2/F
24,EP,,Somministrazione,somministrazione,1,1395583.431,4992154.568,CORSO PALESTRO 2
25,EP,,DIA di somministrazione,somministrazione,1,1395577.87,4992085.302,CORSO PALESTRO 3
26,EP,,Somministrazione,somministrazione,1,1395569.521,4992069.244,CORSO PALESTRO 3 bis/C
27,EP,,Somministrazione,somministrazione,1,1395571.513,4992131.901,CORSO PALESTRO 4 bis/A
28,EP,,DIA di somministrazione,somministrazione,1,1395571.513,4992131.901,CORSO PALESTRO 4 bis/A
29,EP,,DIA di somministrazione,somministrazione,18,1398036.335,4993752.93,VIA ERRICO PETRELLA 40
30,EP,,Somministrazione,somministrazione,7,1397380.41353782,4992698.26665404,VIA PERUGIA 36/E
31,EP,,Somministrazione,somministrazione,21,1400050.299,4992163.929,PIAZZA ALBERTO PASINI 3/C
32,EP,,Somministrazione,somministrazione,1,1395407.388,4992220.145,VIA GIUSEPPE LUIGI PASSALACQUA 1/G
33,EP,,Somministrazione,somministrazione,1,1395404.02258205,4992213.62254295,VIA GIUSEPPE LUIGI PASSALACQUA 3/B
34,EP,,Somministrazione,somministrazione,2,1395787.88,4989322.557,VIA FRANCESCO PETRARCA 13
35,EP,,Somministrazione,somministrazione,2,1395827.942,4989310.97,VIA FRANCESCO PETRARCA 15
36,EP,,Somministrazione,somministrazione,1,1395654.572,4992137.618,VIA ETTORE PERRONE 2/G
37,EP,,Somministrazione,somministrazione,2,1395509.503,4988970.173,VIA ILARIONE PETITTI 16/A
38,EP,,Somministrazione,somministrazione,1,1395582.451,4992000.919,VIA ETTORE PERRONE 8/A
39,EP,,Somministrazione,somministrazione,6,1393912.101,4993044.296,PIAZZA GIUSEPPE PEROTTI 8/E
40,EP,,Somministrazione,somministrazione,20,1399898.988,4994444.015,STRADA DEL PASCOLO 61
41,EP,,DIA di somministrazione,somministrazione,6,1393800.189,4992437.915,VIA ROSOLINO PILO 6/A
42,EP,,DIA di somministrazione,somministrazione,6,1393629.399,4992472.368,VIA ROSOLINO PILO 24
43,EP,,DIA di somministrazione,somministrazione,13,1391873.813,4992105.537,CORSO PESCHIERA 380
44,EP,,DIA di somministrazione,somministrazione,20,1398886.136,4993924.678,VIA MODESTO PAROLETTI 15
45,EP,,Somministrazione,somministrazione,13,1391901.866,4992038.992,CORSO PESCHIERA 337/A
46,EP,,Somministrazione,somministrazione,13,1392407.335,4991752.712,CORSO PESCHIERA 273/A
47,EP,,DIA di somministrazione,somministrazione,2,1396270.728,4990246.717,VIA SILVIO PELLICO 12
48,EP,,Somministrazione,somministrazione,2,1396307.855,4990240.166,VIA SILVIO PELLICO 13/E
49,EP,,DIA di somministrazione,somministrazione,2,1396294.042,4990234.448,VIA SILVIO PELLICO 14/D
50,EP,,Somministrazione,somministrazione,2,1396449.278,4990165.474,VIA SILVIO PELLICO 21
51,EP,,Somministrazione,somministrazione,2,1396389.151,4990184.059,VIA SILVIO PELLICO 22
52,EP,,Somministrazione,somministrazione,13,1392121.359,4991914.544,CORSO PESCHIERA 309/C
53,EP,,Somministrazione,somministrazione,4,1393394.551,4991192.326,CORSO PESCHIERA 191/B
54,EP,,Somministrazione,somministrazione,4,1393325.292,4991241.185,CORSO PESCHIERA 193/A
55,EP,,DIA di somministrazione,somministrazione,14,1391771.064,4993675.719,STRADA DELLA PELLERINA 22 int. 7
56,EP,,Somministrazione,somministrazione,1,1395759.255,4992186.727,VIA PIAVE 5/A
57,EP,,Somministrazione,somministrazione,4,1393752.641,4990989.567,CORSO PESCHIERA 167/A
58,EP,,DIA di somministrazione,somministrazione,4,1393728.153,4991003.521,CORSO PESCHIERA 171/C
59,EP,,Somministrazione,somministrazione,2,1395948.088,4990407.698,VIA NIZZA 23/A
60,EP,,Somministrazione,somministrazione,2,1395921.004,4990337.09,VIA NIZZA 27/E
61,EP,,DIA di somministrazione,somministrazione,18,1397700.858,4993337.818,VIA GIOVANNI PACINI 28
62,EP,,Somministrazione,somministrazione,14,1392239.03435308,4992559.74884247,VIA GIACINTO PACCHIOTTI 50/B
63,EP,,DIA di somministrazione,somministrazione,22,1395776.453,4985860.783,VIA ORISTANO 24
64,EP,,Somministrazione,somministrazione,2,1396534.702,4990386.003,VIA ORMEA 6/C
65,EP,,Somministrazione,somministrazione,2,1396530.724,4990378.685,VIA ORMEA 6
66,EP,,DIA di somministrazione,somministrazione,2,1396522.357,4990363.29,VIA ORMEA 6 bis/C
67,EP,,Somministrazione,somministrazione,2,1396522.357,4990363.29,VIA ORMEA 6 bis/C
68,EP,,DIA di somministrazione,somministrazione,3,1395963.513,4990485.678,VIA NIZZA 8/B
69,EP,,DIA di somministrazione,somministrazione,14,1391770.42,4992583.963,VIA GIACINTO PACCHIOTTI 102
70,EP,,DIA di somministrazione,somministrazione,13,1391325.417,4990987.359,VIA OZIERI 13/A
71,EP,,Somministrazione,somministrazione,1,1396099.727,4992246.633,VIA DELLE ORFANE 24/D
72,EP,,Somministrazione,somministrazione,18,1397551.924,4993029.5600000005,CORSO NOVARA 75/B
73,EP,,Somministrazione,somministrazione,18,1397587.506,4992971.752,CORSO NOVARA 79/C
74,EP,,Somministrazione,somministrazione,17,1396157.558,4995163.069,VIA COSTANTINO NIGRA 47/A
75,EP,,DIA di somministrazione,somministrazione,12,1391526.076,4988698.815,VIA FRANCESCO SAVERIO NITTI 6
76,EP,,Somministrazione,somministrazione,19,1397730.636,4995464.206,VIA NINO OXILIA 19/B
77,EP,,Somministrazione,somministrazione,1,1396063.10065615,4992182.48900653,VIA DELLE ORFANE 16/E
78,EP,,Somministrazione,somministrazione,1,1396095.794,4992258.303,VIA DELLE ORFANE 17/F
79,EP,,Somministrazione,somministrazione,18,1397232.82039167,4993423.24682838,CORSO NOVARA 27 bis/C
80,EP,,DIA di somministrazione,somministrazione,10,1392765.327,4986464.291,VIA NICHELINO 7
81,EP,,Somministrazione,somministrazione,10,1392778.608,4986445.048,VIA NICHELINO 10/N
82,EP,,Somministrazione,somministrazione,21,1399832.513,4993299.826,VIA FEDERICO NIETZSCHE 155 int. 20
83,EP,,DIA di somministrazione,somministrazione,16,1395483.993,4995637.465,VIA ORBETELLO 98/B
84,EP,,Somministrazione,somministrazione,4,1394100.911,4989733.726,LARGO ORBASSANO 60 bis
85,EP,,Somministrazione,somministrazione,18,1396912.911,4993650.32,CORSO NOVARA 5/C
86,EP,,DIA di somministrazione,somministrazione,16,1394250.982,4994026.51,VIA NOLE 72/B
87,EP,,Somministrazione,somministrazione,6,1394212.138,4994003.979,VIA NOLE 75
88,EP,,Somministrazione,somministrazione,16,1394189.067,4994028.821,VIA NOLE 78/D
89,EP,,Somministrazione,somministrazione,23,1390669.16129722,4986204.29229406,VIA CELESTE NEGARVILLE 8 int. 12
90,EP,,Somministrazione,somministrazione,8,1399597.091,4991979.599,VIA OSLAVIA 54/B
91,EP,,DIA di somministrazione,somministrazione,7,1396004.566,4993489.346,LUNGO DORA NAPOLI 76
92,EP,,DIA di somministrazione,somministrazione,12,1391168.941,4987744.277,CORSO ORBASSANO 402 int. 10 int. C
93,EP,,Somministrazione,somministrazione,12,1391154.697,4987560.022,CORSO ORBASSANO 414
94,EP,,Somministrazione,somministrazione,23,1390830.357,4987410.234,CORSO ORBASSANO 460/C
95,EP,,Somministrazione,somministrazione,12,1392162.225,4988113.849,CORSO ORBASSANO 297/A
96,EP,,DIA di somministrazione,somministrazione,11,1393017.846,4989651.094,VIA ADA NEGRI 21
97,EP,,Somministrazione,somministrazione,8,1399470.051,4991952.353,VIA OSLAVIA 36/A
98,EP,,Somministrazione,somministrazione,16,1395494.84026114,4994501.09451552,VIA ORVIETO 65/D
99,EP,,Somministrazione,somministrazione,12,1392274.84,4988249.961,CORSO ORBASSANO 258/B
100,EP,,Somministrazione,somministrazione,9,1394623.067,4985929.003,VIA NIZZA 393/E
101,EP,,Somministrazione,somministrazione,9,1394551.593,4985838.683,VIA NIZZA 402
102,EP,,Somministrazione,somministrazione,2,1395649.15,4989625.891,PIAZZA NIZZA 42
103,EP,,Somministrazione,somministrazione,18,1397184.316,4993609.208,CORSO PALERMO 101/A
104,EP,,Somministrazione,somministrazione,18,1397187.872,4993635.171,CORSO PALERMO 101/G
105,EP,,Somministrazione,somministrazione,18,1397190.718,4993680.394,CORSO PALERMO 107/A
106,EP,,Somministrazione,somministrazione,18,1397209.674,4993662.861,CORSO PALERMO 112/C
107,EP,,Somministrazione,somministrazione,18,1397199.127,4993811.19,CORSO PALERMO 117/G
108,EP,,Somministrazione,somministrazione,7,1397155.046,4993119.724,CORSO PALERMO 59/C
109,EP,,Somministrazione,somministrazione,14,1393538.211,4992938.289,VIA ORTA 4/B
110,EP,,Somministrazione,somministrazione,17,1395470.002,4994192.032,VIA ORVIETO 32/C
111,EP,,Somministrazione,somministrazione,12,1392277.771,4988191.688,CORSO ORBASSANO 277/E
112,EP,,DIA di somministrazione,somministrazione,12,1391889.405,4987995.165,CORSO ORBASSANO 292
113,EP,,Somministrazione,somministrazione,2,1395702.306,4989533.667,PIAZZA NIZZA 77/E
114,EP,,Somministrazione,somministrazione,2,1395684.931,4989474.134,PIAZZA NIZZA 83/C
115,EP,,DIA di somministrazione,somministrazione,7,1397185.048,4993171.973,CORSO PALERMO 62 scala A
116,EP,,Somministrazione,somministrazione,18,1397176.118,4993463.212,CORSO PALERMO 91/C
117,EP,,Somministrazione,somministrazione,18,1397178.776,4993486.486,CORSO PALERMO 91/L
118,EP,,Somministrazione,somministrazione,7,1397143.807,4992625.186,CORSO PALERMO 22/B
119,EP,,Somministrazione,somministrazione,8,1399466.935,4991877.19,VIA OROPA 116/A
120,EP,,Somministrazione,somministrazione,8,1399593.969,4991928.208,VIA OROPA 141/C
121,EP,,Somministrazione,somministrazione,11,1392661.682,4988452.429,CORSO ORBASSANO 247/A
122,EP,,Somministrazione,somministrazione,7,1397160.062,4992883.431,CORSO PALERMO 34/D
123,EP,,Somministrazione,somministrazione,7,1397169.455,4993030.744,CORSO PALERMO 48/C
124,EP,,Somministrazione,somministrazione,1,1396274.13,4991896.079,VIA PALAZZO DI CITTA' 21/F
125,EP,,Somministrazione,somministrazione,1,1396311.619,4991898.754,VIA PALAZZO DI CITTA' 22/D
126,EP,,Somministrazione,somministrazione,1,1396303.862,4991902.369,VIA PALAZZO DI CITTA' 24/B
127,EP,,Somministrazione,somministrazione,1,1396248.847,4991891.466,PIAZZA PALAZZO DI CITTA' 6/D
128,EP,,Somministrazione,somministrazione,8,1398843.638,4991777.334,VIA OROPA 59/B
129,EP,,Somministrazione,somministrazione,11,1392670.142,4988505.607,CORSO ORBASSANO 218/B
130,EP,,Somministrazione,somministrazione,11,1392622.944,4988472.679,CORSO ORBASSANO 226/B
131,EP,,Somministrazione,somministrazione,9,1394670.981,4986179.035,VIA NIZZA 358 bis
132,EP,,Somministrazione,somministrazione,9,1395120.643,4987645.861,VIA NIZZA 249
133,EP,,Somministrazione,somministrazione,9,1395113.391,4987620.943,VIA NIZZA 253
134,EP,,Somministrazione,somministrazione,9,1394990.806,4987200.944,VIA NIZZA 293/E
135,EP,,Somministrazione,somministrazione,9,1394932.345,4987088.299,VIA NIZZA 294
136,EP,,DIA di somministrazione,somministrazione,9,1394932.345,4987088.299,VIA NIZZA 294
137,EP,,DIA di somministrazione,somministrazione,12,1391404.335,4989275.17,VIA GIOVANNI PALATUCCI 12/A
138,EP,,DIA di somministrazione,somministrazione,11,1393191.145,4988827.808,CORSO ORBASSANO 169/C
139,EP,,Somministrazione,somministrazione,11,1393791.591,4989374.744,CORSO ORBASSANO 96/B
140,EP,,Somministrazione,somministrazione,11,1393754.579,4989341.16,CORSO ORBASSANO 102
141,EP,,Somministrazione,somministrazione,9,1394784.795,4986494.419,VIA NIZZA 339/A
142,EP,,DIA di somministrazione,somministrazione,9,1394742.764,4986425.177,VIA NIZZA 340/I
143,EP,,Somministrazione,somministrazione,9,1394780.005,4986478.023,VIA NIZZA 341/B
144,EP,,Somministrazione,somministrazione,9,1395257.918,4988064.097,VIA NIZZA 209/C
145,EP,,Somministrazione,somministrazione,9,1395164.363,4987870.915,VIA NIZZA 214/A
146,EP,,Somministrazione,somministrazione,9,1395136.105,4987773.859,VIA NIZZA 220
147,EP,,Somministrazione,somministrazione,1,1396455.755,4991827.456,VIA PALAZZO DI CITTA' 6 bis/A
148,EP,,DIA di somministrazione,somministrazione,11,1393573.222,4989176.986,CORSO ORBASSANO 122
149,EP,,Somministrazione,somministrazione,9,1395083.312,4987616.431,VIA NIZZA 230
150,EP,,DIA di somministrazione,somministrazione,9,1395083.312,4987616.431,VIA NIZZA 230
151,EP,,Somministrazione,somministrazione,2,1395406.365,4988625.032,VIA NIZZA 155
152,EP,,Somministrazione,somministrazione,2,1395730.439,4988687.827,VIA ORMEA 139
153,EP,,Somministrazione,somministrazione,2,1395697.933,4988605.776,VIA ORMEA 164
154,EP,,DIA di somministrazione,somministrazione,11,1393952.296,4989520.04,CORSO ORBASSANO 78/A
155,EP,,Somministrazione,somministrazione,11,1393913.972,4989485.339,CORSO ORBASSANO 86/A
156,EP,,Somministrazione,somministrazione,11,1393841.712,4989419.949,CORSO ORBASSANO 94/A
157,EP,,Somministrazione,somministrazione,9,1395267.027,4988095.132,VIA NIZZA 205
158,EP,,Somministrazione,somministrazione,2,1395497.174,4988936.673,VIA NIZZA 129 bis
159,EP,,DIA di somministrazione,somministrazione,18,1397601.128,4993699.614,VIA GIOVANNI PAISIELLO 1
160,EP,,Somministrazione,somministrazione,18,1397611.303,4993681.171,VIA GIOVANNI PAISIELLO 8/B
161,EP,,Somministrazione,somministrazione,2,1395995.236,4989385.018,VIA ORMEA 90/B
162,EP,,Somministrazione,somministrazione,9,1395303.913,4988348.795,VIA NIZZA 142/F
163,EP,,Somministrazione,somministrazione,2,1395450.455,4988776.129,VIA NIZZA 143
164,EP,,Somministrazione,somministrazione,2,1395610.189,4989323.035,VIA NIZZA 95/F
165,EP,,DIA di somministrazione,somministrazione,2,1395441.098,4988818.871,VIA NIZZA 98
166,EP,,Somministrazione,somministrazione,2,1395441.098,4988818.871,VIA NIZZA 98
167,EP,,DIA di somministrazione,somministrazione,18,1398081.613,4993269.494,VIA NICOLO' PAGANINI 22
168,EP,,Somministrazione,somministrazione,2,1395404.961,4988695.204,VIA NIZZA 106/H
169,EP,,Somministrazione,somministrazione,2,1395760.482,4989827.562,VIA NIZZA 53/E
170,EP,,Somministrazione,somministrazione,2,1395718.363,4989682.679,VIA NIZZA 69
171,EP,,DIA di somministrazione,somministrazione,14,1391620.127,4992591.787,VIA GIACINTO PACCHIOTTI 116
172,EP,,Somministrazione,somministrazione,2,1396482.261,4990264.188,VIA ORMEA 15
173,EP,,Somministrazione,somministrazione,2,1395474.386,4988932.952,VIA NIZZA 84
174,EP,,DIA di somministrazione,somministrazione,2,1395752.657,4989897.045,VIA NIZZA 32
175,EP,,Somministrazione,somministrazione,4,1393334.863,4991032.384,VIA MONGINEVRO 64/A
176,EP,,Somministrazione,somministrazione,4,1393292.3,4991033.905,VIA MONGINEVRO 68/D
177,EP,,Somministrazione,somministrazione,5,1393968.405,4991094.572,VIA MONGINEVRO 13/A
178,EP,,DIA di somministrazione,somministrazione,5,1393979.64435501,4991110.88662782,VIA MONGINEVRO 14
179,EP,,Somministrazione,somministrazione,5,1393938.13,4991090.874,VIA MONGINEVRO 17/C
180,EP,,Somministrazione,somministrazione,1,1397118.878,4991470.411,VIA MONTEBELLO 11/A
181,EP,,Somministrazione,somministrazione,1,1397137.775,4991505.337,VIA MONTEBELLO 13 bis/E
182,EP,,DIA di somministrazione,somministrazione,1,1397186.191,4991595.123,VIA MONTEBELLO 21 bis/A
183,EP,,Somministrazione,somministrazione,1,1397164.472,4991529.467,VIA MONTEBELLO 22/E
184,EP,,Somministrazione,somministrazione,5,1393889.155,4991099.885,VIA MONGINEVRO 24/A
185,EP,,Somministrazione,somministrazione,5,1393853.037,4991095.281,VIA MONGINEVRO 28/B
186,EP,,Somministrazione,somministrazione,5,1393805.55,4991074.569,VIA MONGINEVRO 29/B
187,EP,,Somministrazione,somministrazione,22,1397779.807,4990880.659,VIA MONFERRATO 20/B
188,EP,,Somministrazione,somministrazione,22,1397784.201,4990899.036,VIA MONFERRATO 23/G
189,EP,,DIA di somministrazione,somministrazione,18,1397616.648,4994415.536,VIA MONTE ROSA 125
190,EP,,Somministrazione,somministrazione,5,1394101.949,4991110.752,VIA MONGINEVRO 1/F
191,EP,,Somministrazione,somministrazione,5,1394026.625,4991101.382,VIA MONGINEVRO 5/D
192,EP,,Somministrazione,somministrazione,5,1393994.844,4991097.836,VIA MONGINEVRO 9/A
193,EP,,Somministrazione,somministrazione,18,1397352.809,4994128.236,VIA MONTANARO 48/D
194,EP,,Somministrazione,somministrazione,22,1397672.428,4990783.711,VIA MONFERRATO 4
195,EP,,Somministrazione,somministrazione,22,1397709.15,4990816.833,VIA MONFERRATO 10/A
196,EP,,Somministrazione,somministrazione,6,1394425.551,4992780.317,VIA MORGHEN 40
197,EP,,DIA di somministrazione,somministrazione,5,1393602.324,4991630.058,VIA MORETTA 57
198,EP,,Somministrazione,somministrazione,18,1397242.665,4993813.397,VIA MONTANARO 6/C
199,EP,,DIA di somministrazione,somministrazione,11,1393111.049,4989453.312,VIA MONFALCONE 62
200,EP,,Somministrazione,somministrazione,2,1395986.423,4989847.09,VIA ODDINO MORGARI 16
201,EP,,Somministrazione,somministrazione,2,1396025.573,4989836.293,VIA ODDINO MORGARI 20/F
202,EP,,Somministrazione,somministrazione,11,1393497.89,4989253.086,VIA MONFALCONE 13/B
203,EP,,Somministrazione,somministrazione,5,1393988.689,4991425.496,VIA MORETTA 18/C
204,EP,,DIA di somministrazione,somministrazione,5,1393823.821,4991519.506,VIA MORETTA 32/B
205,EP,,DIA di somministrazione,somministrazione,5,1393578.687,4991643.299,VIA MORETTA 57/A
206,EP,,DIA di somministrazione,somministrazione,13,1392211.709,4991418.285,VIA MONTE ORTIGARA 50
207,EP,,DIA di somministrazione,somministrazione,21,1401103.173,4991493.053,STRADA MONGRENO 180
208,EP,,Somministrazione,somministrazione,7,1397255.61328782,4992981.91654698,VIA MONZA 6/B
209,EP,,Somministrazione,somministrazione,7,1396597.904,4992934.84,LUNGO DORA NAPOLI 10
210,EP,,Somministrazione,somministrazione,7,1396472.778,4993053.708,LUNGO DORA NAPOLI 22/A
211,EP,,DIA di somministrazione,somministrazione,7,1396398.142,4993096.481,LUNGO DORA NAPOLI 25
212,EP,,Somministrazione,somministrazione,2,1395756.125,4989225.251,VIA VINCENZO MONTI 16/A
213,EP,,Somministrazione,somministrazione,2,1395865.131,4989191.749,VIA VINCENZO MONTI 17/A
214,EP,,Somministrazione,somministrazione,2,1395810.275,4989206.712,VIA VINCENZO MONTI 18/B
215,EP,,DIA di somministrazione,somministrazione,10,1394239.573,4987764.996,VIA MONTEVIDEO 41
216,EP,,Somministrazione,somministrazione,14,1392861.872,4992987.771,CORSO MONTE GRAPPA 75
217,EP,,Somministrazione,somministrazione,21,1400332.492,4992582.833,STRADA MONGRENO 13/C
218,EP,,Somministrazione,somministrazione,8,1397849.769,4991370.551,VIA GIOVANNI FRANCESCO NAPIONE 31/C
219,EP,,Somministrazione,somministrazione,8,1397860.124,4991381.488,VIA GIOVANNI FRANCESCO NAPIONE 33
220,EP,,Somministrazione,somministrazione,8,1397887.094,4991410.001,VIA GIOVANNI FRANCESCO NAPIONE 37/A
221,EP,,Somministrazione,somministrazione,10,1393896.561,4987930.004,VIA MONTEVIDEO 3/A
222,EP,,DIA di somministrazione,somministrazione,10,1393908.626,4987924.197,VIA MONTEVIDEO 5
223,EP,,Somministrazione,somministrazione,10,1393928.507,4987914.629,VIA MONTEVIDEO 7/D
224,EP,,Somministrazione,somministrazione,14,1392755.408,4992535.762,CORSO MONTE GRAPPA 38/C
225,EP,,Somministrazione,somministrazione,8,1397827.301,4991346.821,VIA GIOVANNI FRANCESCO NAPIONE 27/F
226,EP,,Somministrazione,somministrazione,10,1393996.414,4987859.6,VIA MONTEVIDEO 14/E
227,EP,,Somministrazione,somministrazione,14,1392830.486,4992893.094,CORSO MONTE GRAPPA 61/C
228,EP,,Somministrazione,somministrazione,1,1396193.331,4991708.791,VIA MONTE DI PIETA' 22/B
229,EP,,DIA di somministrazione,somministrazione,13,1391138.475,4991207.618,VIA MONGINEVRO 280/M
230,EP,,DIA di somministrazione,somministrazione,13,1391440.34,4991128.607,VIA MONGINEVRO 242 int. 9
231,EP,,Somministrazione,somministrazione,13,1392092.084,4991032.272,VIA MONGINEVRO 176/C
232,EP,,Somministrazione,somministrazione,13,1390641.966,4991785.892,VIA DON LEONARDO MURIALDO 39/C
233,EP,,Somministrazione,somministrazione,13,1392288.854,4991247.374,CORSO MONTE CUCCO 108/C
234,EP,,Somministrazione,somministrazione,13,1392022.567,4991009.197,VIA MONGINEVRO 195/D
235,EP,,Somministrazione,somministrazione,13,1392428.636,4991051.249,VIA MONGINEVRO 144/A
236,EP,,DIA di somministrazione,somministrazione,13,1392460.943,4991032.575,VIA MONGINEVRO 155
237,EP,,Somministrazione,somministrazione,13,1392368.162,4991029.087,VIA MONGINEVRO 163/B
238,EP,,DIA di somministrazione,somministrazione,13,1392307.413,4990708.741,VIA MONTE CRISTALLO 2/F
239,EP,,DIA di somministrazione,somministrazione,13,1392197.725,4990710.865,VIA MONTE CRISTALLO 9
240,EP,,Somministrazione,somministrazione,4,1392931.764,4991031.851,VIA MONGINEVRO 107/B
241,EP,,Somministrazione,somministrazione,4,1392848.635,4991034.805,VIA MONGINEVRO 115
242,EP,,Somministrazione,somministrazione,4,1393387.173,4991023.26,VIA MONGINEVRO 71/B
243,EP,,Somministrazione,somministrazione,1,1397175.171,4991549.357,VIA MONTEBELLO 24/C
244,EP,,Somministrazione,somministrazione,13,1392593.922,4992174.107,CORSO MONTE CUCCO 6/B
245,EP,,Somministrazione,somministrazione,4,1393604.687,4991065.139,VIA MONGINEVRO 44/A
246,EP,,Somministrazione,somministrazione,15,1392400.054,4995334.448,VIALE DEI MUGHETTI 13
247,EP,,Somministrazione,somministrazione,15,1392314.35004459,4995308.31443877,VIALE DEI MUGHETTI 15 scala A
248,EP,,DIA di somministrazione,somministrazione,8,1397272.73059952,4991790.53551428,LARGO MONTEBELLO 31
249,EP,,Somministrazione,somministrazione,8,1397321.46066618,4991772.79195401,LARGO MONTEBELLO 38/E
250,EP,,DIA di somministrazione,somministrazione,18,1397252.13,4994648.907,VIA RENATO MARTORELLI 73
251,EP,,Somministrazione,somministrazione,18,1397220.394,4994146.53,VIA RENATO MARTORELLI 3
252,EP,,Somministrazione,somministrazione,22,1397503.758,4990676.571,CORSO MONCALIERI 5/B
253,EP,,Somministrazione,somministrazione,22,1397498.243,4990668.499,CORSO MONCALIERI 5/F
254,EP,,Somministrazione,somministrazione,22,1397490.851,4990657.68,CORSO MONCALIERI 5/I
255,EP,,DIA di somministrazione,somministrazione,22,1397268.474,4990404.372,CORSO MONCALIERI 18
256,EP,,Somministrazione,somministrazione,22,1397044.433,4989972.895,CORSO MONCALIERI 47/H
257,EP,,Somministrazione,somministrazione,22,1397042.575,4989968.114,CORSO MONCALIERI 47
258,EP,,Somministrazione,somministrazione,1,1396605.225,4990793.598,VIA DEI MILLE 18/C
259,EP,,DIA di somministrazione,somministrazione,22,1397047.015,4990048.792,CORSO MONCALIERI 48
260,EP,,Somministrazione,somministrazione,1,1396261.787,4992011.037,VIA MILANO 8/H
261,EP,,DIA di somministrazione,somministrazione,21,1399654.404,4991578.207,VIALE SUOR GIOVANNA FRANCESCA MICHELOTTI 102/A
262,EP,,Somministrazione,somministrazione,1,1396822.462,4990583.33,VIA GIUSEPPE MAZZINI 48/C
263,EP,,Somministrazione,somministrazione,1,1396815.456,4990587.027,VIA GIUSEPPE MAZZINI 48
264,EP,,Somministrazione,somministrazione,6,1394371.733,4993234.855,VIA MARTINETTO 12/F
265,EP,,Somministrazione,somministrazione,22,1397517.71789418,4990743.18263367,CORSO MONCALIERI 2/B
266,EP,,Somministrazione,somministrazione,23,1394031.656,4985656.487,VIA MONASTIR 14/C
267,EP,,DIA di somministrazione,somministrazione,21,1399711.468,4992710.44,VIALE SUOR GIOVANNA FRANCESCA MICHELOTTI 290
268,EP,,DIA di somministrazione,somministrazione,6,1394489.5,4992644.471,VIA GIOVANNI MIGLIARA 7
269,EP,,Somministrazione,somministrazione,1,1396938.478,4990522.119,VIA GIUSEPPE MAZZINI 56
270,EP,,Somministrazione,somministrazione,2,1396246.32,4989424.41,VIALE MEDAGLIE D'ORO 88
271,EP,,Somministrazione,somministrazione,1,1396582.847,4990709.843,VIA GIUSEPPE MAZZINI 28/A
272,EP,,Somministrazione,somministrazione,1,1396677.371,4990672.386,VIA GIUSEPPE MAZZINI 29/C
273,EP,,Somministrazione,somministrazione,1,1396605.764,4990697.845,VIA GIUSEPPE MAZZINI 30/A
274,EP,,Somministrazione,somministrazione,1,1396783.27,4990616.604,VIA GIUSEPPE MAZZINI 33/E
275,EP,,Somministrazione,somministrazione,1,1396820.577,4990596.953,VIA GIUSEPPE MAZZINI 35/A
276,EP,,Somministrazione,somministrazione,9,1394440.284,4985920.723,CORSO PIERO MARONCELLI 51
277,EP,,Somministrazione,somministrazione,9,1394413.777,4985928.468,CORSO PIERO MARONCELLI 55/B
