activity_id,source_commercial_activity_id,store_name,category_name,category_group,quartiere_id,x_coord,y_coord,address
3176,EP,,Somministrazione,somministrazione,4,1394099.44,4989745.195,LARGO ORBASSANO 60/G
3177,EP,,Somministrazione,somministrazione,12,1392146.001,4988102.903,CORSO ORBASSANO 299/B
3178,EP,,Somministrazione,somministrazione,12,1391608.325,4987813.138,CORSO ORBASSANO 336
3179,EP,,DIA di somministrazione,somministrazione,20,1400320.377,4995616.994,VIA OCCIMIANO 17/A
3180,EP,,Somministrazione,somministrazione,7,1397609.82851781,4992776.42753384,CORSO NOVARA 116/C
3181,EP,,DIA di somministrazione,somministrazione,14,1392024.651,4992570.906,VIA GIACINTO PACCHIOTTI 80
3182,EP,,Somministrazione,somministrazione,8,1398424.696,4991693.156,VIA OROPA 9/D
3183,EP,,Somministrazione,somministrazione,12,1391535.994,4987766.641,CORSO ORBASSANO 350/B
3184,EP,,Somministrazione,somministrazione,12,1391533.349,4987765.041,CORSO ORBASSANO 350
3185,EP,,DIA di somministrazione,somministrazione,23,1391371.283,4987608.589,CORSO ORBASSANO 367
3186,EP,,Somministrazione,somministrazione,12,1391407.015625,4987729.63229167,CORSO ORBASSANO 370/A
3187,EP,,Somministrazione,somministrazione,12,1391360.95,4987701.72291667,CORSO ORBASSANO 376/B
3188,EP,,Somministrazione,somministrazione,2,1395715.368,4988625.975,VIA ORMEA 147/C
3189,EP,,Somministrazione,somministrazione,12,1391962.845,4988039.858,CORSO ORBASSANO 280/C
3190,EP,,Somministrazione,somministrazione,12,1391950.52,4988031.555,CORSO ORBASSANO 282/C
3191,EP,,Somministrazione,somministrazione,12,1391911.073,4988009.697,CORSO ORBASSANO 288/B
3192,EP,,DIA di somministrazione,somministrazione,22,1397896.361,4990945.299,VIA LUIGI ORNATO 4
3193,EP,,Somministrazione,somministrazione,2,1395917.58,4989215.177,VIA ORMEA 101
3194,EP,,DIA di somministrazione,somministrazione,2,1395889.38,4989161.92,VIA ORMEA 105/A
3195,EP,,Somministrazione,somministrazione,11,1392585.773,4988444.267,CORSO ORBASSANO 230/D
3196,EP,,Somministrazione,somministrazione,7,1397190.177,4993355.709,CORSO PALERMO 86/D
3197,EP,,Somministrazione,somministrazione,19,1397631.918,4995544.388,VIA NINO OXILIA 38
3198,EP,,Somministrazione,somministrazione,11,1392497.278,4988386.286,CORSO ORBASSANO 244/D
3199,EP,,Somministrazione,somministrazione,11,1393052.883,4988723.955,CORSO ORBASSANO 199/A
3200,EP,,Somministrazione,somministrazione,11,1393026.245,4988703.934,CORSO ORBASSANO 199/G
3201,EP,,Somministrazione,somministrazione,2,1396095.843,4989546.296,VIA ORMEA 71/A
3202,EP,,Somministrazione,somministrazione,2,1396081.179,4989519.277,VIA ORMEA 73
3203,EP,,Somministrazione,somministrazione,11,1392869.574,4988590.509,CORSO ORBASSANO 215/H
3204,EP,,Somministrazione,somministrazione,11,1392878.395,4988596.576,CORSO ORBASSANO 215
3205,EP,,Somministrazione,somministrazione,11,1392689.331,4988522.735,CORSO ORBASSANO 216/A
3206,EP,,Somministrazione,somministrazione,11,1392647.343,4988490.849,CORSO ORBASSANO 222
3207,EP,,DIA di somministrazione,somministrazione,1,1396204.666,4991937.601,PIAZZA PALAZZO DI CITTA' 1
3208,EP,,Somministrazione,somministrazione,1,1396265.527,4991936.743,PIAZZA PALAZZO DI CITTA' 7/C
3209,EP,,Somministrazione,somministrazione,1,1396022.624,4990959.58,PIAZZA PIETRO PALEOCAPA 2/D
3210,EP,,Somministrazione,somministrazione,1,1396025.051,4990958.277,PIAZZA PIETRO PALEOCAPA 2
3211,EP,,DIA di somministrazione,somministrazione,11,1392500.064,4988555.567,CORSO ORBASSANO 224 int. 26
3212,EP,,Somministrazione,somministrazione,11,1393181.437,4988820.513,CORSO ORBASSANO 169/E
3213,EP,,Somministrazione,somministrazione,11,1393132.836,4988784.047,CORSO ORBASSANO 179/E
3214,EP,,Somministrazione,somministrazione,7,1397134.634,4992483.946,CORSO PALERMO 12/B
3215,EP,,Somministrazione,somministrazione,7,1397136.191,4992508.33,CORSO PALERMO 14/C
3216,EP,,DIA di somministrazione,somministrazione,11,1392981.084,4989840.976,VIA OSOPPO 3
3217,EP,,Somministrazione,somministrazione,2,1396343.648,4990006.923,VIA ORMEA 29 bis/C
3218,EP,,Somministrazione,somministrazione,2,1396343.754,4990031.793,VIA ORMEA 36/A
3219,EP,,Somministrazione,somministrazione,11,1393772.17,4989357.194,CORSO ORBASSANO 98/F
3220,EP,,Somministrazione,somministrazione,11,1393679.578,4989273.252,CORSO ORBASSANO 114/B
3221,EP,,Somministrazione,somministrazione,1,1396461.691,4991824.698,VIA PALAZZO DI CITTA' 6/C
3222,EP,,Somministrazione,somministrazione,1,1396458.448,4991819.069,VIA PALAZZO DI CITTA' 7
3223,EP,,Somministrazione,somministrazione,2,1396582.145,4990449.587,VIA ORMEA 1/B
3224,EP,,DIA di somministrazione,somministrazione,2,1396553.939,4990422.37,VIA ORMEA 4
3225,EP,,Somministrazione,somministrazione,11,1393677.033,4989270.944,CORSO ORBASSANO 114
3226,EP,,Somministrazione,somministrazione,11,1393379.042,4989016.486,CORSO ORBASSANO 124 bis/A
3227,EP,,Somministrazione,somministrazione,11,1393256.63,4988947.198,CORSO ORBASSANO 136 bis/A
3228,EP,,DIA di somministrazione,somministrazione,11,1393256.63,4988947.198,CORSO ORBASSANO 136 bis/A
3229,EP,,DIA di somministrazione,somministrazione,11,1393330.3,4988936.554,CORSO ORBASSANO 155/A
3230,EP,,Somministrazione,somministrazione,11,1393277.023,4988872.01,CORSO ORBASSANO 159
3231,EP,,Somministrazione,somministrazione,18,1397712.338,4993817.934,VIA GIOVANNI PAISIELLO 17/E
3232,EP,,DIA di somministrazione,somministrazione,18,1397842.292,4993951.445,VIA GIOVANNI PAISIELLO 37
3233,EP,,Somministrazione,somministrazione,4,1393920.408,4990888.393,VIA OSASCO 1/B
3234,EP,,Somministrazione,somministrazione,4,1393872.95798536,4990736.87318749,VIA OSASCO 21/A
3235,EP,,Somministrazione,somministrazione,1,1396103.678,4992254.584,VIA DELLE ORFANE 24
3236,EP,,Somministrazione,somministrazione,1,1396110.613,4992271.267,VIA DELLE ORFANE 26/C
3237,EP,,DIA di somministrazione,somministrazione,11,1393975.606,4989541.445,CORSO ORBASSANO 74
3238,EP,,DIA di somministrazione,somministrazione,18,1397874.341,4993955.912,VIA GIOVANNI PAISIELLO 54/A
3239,EP,,Somministrazione,somministrazione,4,1393840.724,4990679.173,VIA OSASCO 30/A
3240,EP,,Somministrazione,somministrazione,4,1393804.983,4990515.249,VIA OSASCO 55/A
3241,EP,,Somministrazione,somministrazione,11,1393845.343,4989423.232,CORSO ORBASSANO 92/F
3242,EP,,Somministrazione,somministrazione,11,1393820.444,4989402.099,CORSO ORBASSANO 94/I
3243,EP,,DIA di somministrazione,somministrazione,2,1395729.592,4989233.102,VIA VINCENZO MONTI 12/I
3244,EP,,Somministrazione,somministrazione,9,1394705.574,4986222.588,VIA NIZZA 365/B
3245,EP,,Somministrazione,somministrazione,9,1394681.799,4986141.081,VIA NIZZA 373
3246,EP,,DIA di somministrazione,somministrazione,11,1392987.281,4989665.538,VIA ADA NEGRI 23
3247,EP,,Somministrazione,somministrazione,11,1392944.863,4989705.444,VIA ADA NEGRI 28/A
3248,EP,,Somministrazione,somministrazione,9,1394607.783,4985962.584,VIA NIZZA 378
3249,EP,,Somministrazione,somministrazione,9,1394654.595,4986047.73,VIA NIZZA 381
3250,EP,,Somministrazione,somministrazione,9,1394769.161,4986440.817,VIA NIZZA 343/C
3251,EP,,DIA di somministrazione,somministrazione,23,1390641.3734375,4986228.159375,VIA CELESTE NEGARVILLE 8 int. 28
3252,EP,,Somministrazione,somministrazione,23,1390617.41885043,4986233.86387595,VIA CELESTE NEGARVILLE 8 int. 38
3253,EP,,DIA di somministrazione,somministrazione,23,1390609.66938608,4986238.29264563,VIA CELESTE NEGARVILLE 8 int. 42
3254,EP,,DIA di somministrazione,somministrazione,23,1390676.65,4986156.021,VIA CELESTE NEGARVILLE 14
3255,EP,,DIA di somministrazione,somministrazione,23,1390618.737,4985965.775,VIA CELESTE NEGARVILLE 25/A
3256,EP,,Somministrazione,somministrazione,23,1390559.266,4985848.212,VIA CELESTE NEGARVILLE 37/I
3257,EP,,DIA di somministrazione,somministrazione,10,1394294.03,4987741.865,VIA MONTEVIDEO 45
3258,EP,,Somministrazione,somministrazione,9,1394693.634,4986256.72,VIA NIZZA 352 bis
3259,EP,,Somministrazione,somministrazione,9,1394719.663,4986270.931,VIA NIZZA 359/B
3260,EP,,Somministrazione,somministrazione,9,1394713.042,4986248.203,VIA NIZZA 361/D
3261,EP,,DIA di somministrazione,somministrazione,9,1395034.243,4987437.641,VIA NIZZA 250
3262,EP,,Somministrazione,somministrazione,9,1395111.446,4987614.291,VIA NIZZA 253/F
3263,EP,,Somministrazione,somministrazione,2,1396085.999,4990652.714,VIA NIZZA 3/H
3264,EP,,Somministrazione,somministrazione,2,1396069.849,4990623.071,VIA NIZZA 5
3265,EP,,DIA di somministrazione,somministrazione,10,1393960.908,4987899.033,VIA MONTEVIDEO 11
3266,EP,,Somministrazione,somministrazione,10,1393971.16,4987871.68,VIA MONTEVIDEO 12/A
3267,EP,,Somministrazione,somministrazione,9,1395008.492,4987350.671,VIA NIZZA 262
3268,EP,,DIA di somministrazione,somministrazione,9,1395008.492,4987350.671,VIA NIZZA 262
3269,EP,,Somministrazione,somministrazione,9,1394816.754,4986549.756,VIA NIZZA 331
3270,EP,,Somministrazione,somministrazione,9,1394751.106,4986453.8100000005,VIA NIZZA 340/A
3271,EP,,DIA di somministrazione,somministrazione,17,1396175.736,4995187.397,VIA COSTANTINO NIGRA 48
3272,EP,,Somministrazione,somministrazione,15,1392783.607,4995264.753,VIALE DEI MUGHETTI 1/E
3273,EP,,Somministrazione,somministrazione,3,1395608.495,4990556.267,VIA RODOLFO MONTEVECCHIO 10/B
3274,EP,,Somministrazione,somministrazione,9,1395233.041,4988030.946,VIA NIZZA 211/E
3275,EP,,Somministrazione,somministrazione,9,1395152.805,4987830.408,VIA NIZZA 216
3276,EP,,Somministrazione,somministrazione,9,1395132.267,4987760.345,VIA NIZZA 220/I
3277,EP,,Somministrazione,somministrazione,9,1395200.326,4987919.412,VIA NIZZA 223
3278,EP,,DIA di somministrazione,somministrazione,14,1391267.696,4993027.577,VIA G.B. NICCOLINI 22
3279,EP,,Somministrazione,somministrazione,15,1392629.509,4995322.722,VIALE DEI MUGHETTI 5 bis/E
3280,EP,,Somministrazione,somministrazione,9,1395146.273,4987733.632,VIA NIZZA 239/E
3281,EP,,Somministrazione,somministrazione,9,1395350.942,4988381.382,VIA NIZZA 179/B
3282,EP,,DIA di somministrazione,somministrazione,23,1390385.641,4986032.891,VIA CELESTE NEGARVILLE 30 int. 6
3283,EP,,Somministrazione,somministrazione,17,1396002.132,4995116.57,VIA GAETANO MOSCA 10/C
3284,EP,,DIA di somministrazione,somministrazione,18,1397636.89,4992983.802,VIA MOTTALCIATA 7/B
3285,EP,,Somministrazione,somministrazione,10,1394010.983,4987852.631,VIA MONTEVIDEO 16
3286,EP,,Somministrazione,somministrazione,10,1394038.88,4987839.287,VIA MONTEVIDEO 20/A
3287,EP,,Somministrazione,somministrazione,10,1394058.882,4987825.066,VIA MONTEVIDEO 20
3288,EP,,Somministrazione,somministrazione,3,1395604.23,4990544.99,VIA RODOLFO MONTEVECCHIO 9/A
3289,EP,,Somministrazione,somministrazione,9,1395341.935,4988350.214,VIA NIZZA 183/A
3290,EP,,Somministrazione,somministrazione,9,1395326.403,4988297.443,VIA NIZZA 187/B
3291,EP,,Somministrazione,somministrazione,9,1395322.373,4988283.598,VIA NIZZA 187/E
3292,EP,,Somministrazione,somministrazione,9,1395274.29479167,4988174.29375,VIA NIZZA 197/A
3293,EP,,Somministrazione,somministrazione,18,1396996.667,4993593.659,CORSO NOVARA 13/G
3294,EP,,DIA di somministrazione,somministrazione,18,1397042.816,4993559.713,CORSO NOVARA 17
3295,EP,,Somministrazione,somministrazione,7,1397023.792,4993508.904,CORSO NOVARA 20/D
3296,EP,,Somministrazione,somministrazione,18,1397151.419,4993472.534,CORSO NOVARA 25/C
3297,EP,,Somministrazione,somministrazione,2,1395551.662,4989122.818,VIA NIZZA 119
3298,EP,,Somministrazione,somministrazione,2,1395550.514,4989118.89,VIA NIZZA 121/A
3299,EP,,Somministrazione,somministrazione,7,1396481.854,4993045.166,LUNGO DORA NAPOLI 20/B
3300,EP,,DIA di somministrazione,somministrazione,7,1396445.705,4993079.19,LUNGO DORA NAPOLI 24
3301,EP,,DIA di somministrazione,somministrazione,22,1398023.456,4989427.57,STRADA DEL MOROZZO 14 int. 57
3302,EP,,DIA di somministrazione,somministrazione,17,1395865.959375,4993829.80104167,CORSO MORTARA 4
3303,EP,,DIA di somministrazione,somministrazione,7,1397073.413,4993469.382,CORSO NOVARA 26
3304,EP,,Somministrazione,somministrazione,9,1395307.909,4988361.944,VIA NIZZA 142/C
3305,EP,,DIA di somministrazione,somministrazione,9,1395273.341,4988264.095,VIA NIZZA 150
3306,EP,,Somministrazione,somministrazione,2,1395640.467,4989424.7,VIA NIZZA 87/A
3307,EP,,Somministrazione,somministrazione,2,1395638.775,4989419.004,VIA NIZZA 87
3308,EP,,Somministrazione,somministrazione,2,1395626.848,4989378.845,VIA NIZZA 91
3309,EP,,Somministrazione,somministrazione,7,1396188.398,4993321.689,LUNGO DORA NAPOLI 50
3310,EP,,Somministrazione,somministrazione,8,1397936.56669408,4991444.94676926,VIA GIOVANNI FRANCESCO NAPIONE 34/E
3311,EP,,Somministrazione,somministrazione,8,1397945.723,4991454.601,VIA GIOVANNI FRANCESCO NAPIONE 36
3312,EP,,Somministrazione,somministrazione,3,1394832.896,4991320.314,VIA FRANCESCO MOROSINI 7
3313,EP,,Somministrazione,somministrazione,3,1394797.813,4991278.535,VIA FRANCESCO MOROSINI 12/B
3314,EP,,DIA di somministrazione,somministrazione,7,1396801.149,4993626.744,CORSO NOVARA 2
3315,EP,,Somministrazione,somministrazione,2,1395421.284,4988750.505,VIA NIZZA 104/A
3316,EP,,Somministrazione,somministrazione,2,1395593.903,4989267.809,VIA NIZZA 105/B
3317,EP,,Somministrazione,somministrazione,2,1395589.452,4989252.501,VIA NIZZA 105/G
3318,EP,,DIA di somministrazione,somministrazione,2,1395583.936,4989233.643,VIA NIZZA 107
3319,EP,,Somministrazione,somministrazione,8,1397959.238,4991486.39,VIA GIOVANNI FRANCESCO NAPIONE 45/F
3320,EP,,Somministrazione,somministrazione,2,1395559.675,4989224.921,VIA NIZZA 60/D
3321,EP,,Somministrazione,somministrazione,2,1395543.853,4989170.755,VIA NIZZA 62/F
3322,EP,,Somministrazione,somministrazione,2,1395728.043,4989715.887,VIA NIZZA 65/D
3323,EP,,Somministrazione,somministrazione,2,1395725.62,4989707.576,VIA NIZZA 67/B
3324,EP,,Somministrazione,somministrazione,8,1397862.395,4991366.592,VIA GIOVANNI FRANCESCO NAPIONE 26/B
3325,EP,,Somministrazione,somministrazione,2,1395703.439,4989631.82,VIA NIZZA 71
3326,EP,,Somministrazione,somministrazione,2,1395889.598,4990231.118,VIA NIZZA 33
3327,EP,,Somministrazione,somministrazione,2,1395829.514,4990061.74,VIA NIZZA 37/C
3328,EP,,Somministrazione,somministrazione,8,1397875.16628587,4991380.11824389,VIA GIOVANNI FRANCESCO NAPIONE 28
3329,EP,,Somministrazione,somministrazione,6,1394056.543,4992849.585,VIA MUSINE' 5
3330,EP,,Somministrazione,somministrazione,5,1393550.792,4991677.014,VIA MORETTA 74
3331,EP,,Somministrazione,somministrazione,2,1395954.312,4989829.623,VIA ODDINO MORGARI 14
3332,EP,,Somministrazione,somministrazione,2,1395977.404,4989849.577,VIA ODDINO MORGARI 16/A
3333,EP,,Somministrazione,somministrazione,6,1394331.076,4994006.761,VIA NOLE 61/B
3334,EP,,Somministrazione,somministrazione,2,1395822.407,4990038.494,VIA NIZZA 39
3335,EP,,DIA di somministrazione,somministrazione,2,1395830.621,4990164.292,VIA NIZZA 20
3336,EP,,Somministrazione,somministrazione,2,1395941.947,4990396.035,VIA NIZZA 23
3337,EP,,Somministrazione,somministrazione,2,1395932.662,4990376.382,VIA NIZZA 25/B
3338,EP,,Somministrazione,somministrazione,2,1395910.346,4990301.107,VIA NIZZA 29/D
3339,EP,,DIA di somministrazione,somministrazione,14,1393262.656,4992970.614,STRADA MURRONI 11
3340,EP,,DIA di somministrazione,somministrazione,9,1394623.809,4985856.471,VIA NIZZA 395
3341,EP,,Somministrazione,somministrazione,2,1395905.035,4990283.192,VIA NIZZA 29/I
3342,EP,,Somministrazione,somministrazione,2,1395908.568,4990295.108,VIA NIZZA 29
3343,EP,,Somministrazione,somministrazione,4,1393763.659,4990843.774,VIA MURIAGLIO 1/A
3344,EP,,Somministrazione,somministrazione,2,1395699.783,4989525.022,PIAZZA NIZZA 79/A
3345,EP,,Somministrazione,somministrazione,2,1395688.731,4989487.154,PIAZZA NIZZA 83/A
3346,EP,,DIA di somministrazione,somministrazione,12,1391562.542,4988806.243,VIA FRANCESCO SAVERIO NITTI 8/A
3347,EP,,Somministrazione,somministrazione,22,1397687.056,4990796.919,VIA MONFERRATO 6
3348,EP,,Somministrazione,somministrazione,22,1397720.067,4990826.694,VIA MONFERRATO 14/A
3349,EP,,Somministrazione,somministrazione,22,1397734.33,4990839.578,VIA MONFERRATO 14/E
3350,EP,,Somministrazione,somministrazione,21,1400310.773,4992502.386,STRADA MONGRENO 4/C
3351,EP,,Somministrazione,somministrazione,22,1397757.503,4990860.511,VIA MONFERRATO 18/D
3352,EP,,Somministrazione,somministrazione,11,1392679.818,4989655.941,VIA MONFALCONE 118/D
3353,EP,,DIA di somministrazione,somministrazione,18,1397643.259,4994470.317,VIA MONTE ROSA 133 bis
3354,EP,,Somministrazione,somministrazione,18,1397657.038,4994498.681,VIA MONTE ROSA 139
3355,EP,,DIA di somministrazione,somministrazione,20,1397836.925,4994873.456,VIA MONTE ROSA 165
3356,EP,,Somministrazione,somministrazione,13,1392547.129,4992030.784,CORSO MONTE CUCCO 22/B
3357,EP,,Somministrazione,somministrazione,13,1392531.681,4991983.106,CORSO MONTE CUCCO 26/A
3358,EP,,Somministrazione,somministrazione,21,1400370.839,4992583.781,STRADA MONGRENO 16/B
3359,EP,,Somministrazione,somministrazione,18,1397446.705,4994069.759,VIA MONTE ROSA 81/E
3360,EP,,DIA di somministrazione,somministrazione,10,1393999.562,4986666.414,VIA MONTE CORNO 21
3361,EP,,DIA di somministrazione,somministrazione,11,1393232.064,4989377.101,VIA MONFALCONE 51
3362,EP,,Somministrazione,somministrazione,11,1393117.279,4989450.387,VIA MONFALCONE 60 bis/C
3363,EP,,Somministrazione,somministrazione,13,1392320.646,4990706.602,VIA MONTE CRISTALLO 2/B
3364,EP,,Somministrazione,somministrazione,13,1392630.951,4992157.735,CORSO MONTE CUCCO 3/C
3365,EP,,DIA di somministrazione,somministrazione,13,1391096.907,4991217.624,VIA MONGINEVRO 293
3366,EP,,Somministrazione,somministrazione,11,1393440.416,4989279.913,VIA MONFALCONE 21/B
3367,EP,,Somministrazione,somministrazione,18,1397319.478,4993745.909,VIA MONTE ROSA 44/B
3368,EP,,DIA di somministrazione,somministrazione,13,1391454.319,4991166.533,VIA MONGINEVRO 242 int. 15
3369,EP,,Somministrazione,somministrazione,7,1396416.741,4993154.291,VIA MONDOVI' 5
3370,EP,,Somministrazione,somministrazione,18,1397338.146,4993838.701,VIA MONTE ROSA 59/B
3371,EP,,Somministrazione,somministrazione,13,1391350.784,4991085.214,VIA MONGINEVRO 250 bis/A
3372,EP,,Somministrazione,somministrazione,13,1391330.559,4991088.263,VIA MONGINEVRO 252/C
3373,EP,,DIA di somministrazione,somministrazione,13,1391335.904,4991087.452,VIA MONGINEVRO 252
3374,EP,,Somministrazione,somministrazione,13,1391929.464,4991034.482,VIA MONGINEVRO 194/E
3375,EP,,Somministrazione,somministrazione,13,1391964.091,4991012.382,VIA MONGINEVRO 201/C
3376,EP,,Somministrazione,somministrazione,13,1391570.25,4991060.994,VIA MONGINEVRO 224/C
3377,EP,,Somministrazione,somministrazione,13,1392466.662,4991064.179,VIA MONGINEVRO 140/C
3378,EP,,DIA di somministrazione,somministrazione,13,1392014.445,4991489.352,VIA MONTE ORTIGARA 78
3379,EP,,Somministrazione,somministrazione,13,1392306.834,4991026.855,VIA MONGINEVRO 169 bis/C
3380,EP,,Somministrazione,somministrazione,23,1391409.991,4985650.607,VIA MONTEPONI 46/A
3381,EP,,Somministrazione,somministrazione,12,1392292.17,4988361.299,VIA MONTE NOVEGNO 11/A
3382,EP,,DIA di somministrazione,somministrazione,12,1392130.417,4988370.4,VIA MONTE NOVEGNO 31
3383,EP,,Somministrazione,somministrazione,4,1393136.206,4991024.558,VIA MONGINEVRO 93/F
3384,EP,,Somministrazione,somministrazione,18,1397384.604,4994218.188,VIA MONTANARO 66/C
3385,EP,,Somministrazione,somministrazione,4,1392842.657,4991035.015,VIA MONGINEVRO 115/D
3386,EP,,Somministrazione,somministrazione,13,1392534.723,4991055.943,VIA MONGINEVRO 132/A
3387,EP,,Somministrazione,somministrazione,4,1393376.192,4991022.01,VIA MONGINEVRO 71/D
3388,EP,,DIA di somministrazione,somministrazione,23,1391638.39332775,4985547.85575168,VIA MONTEPONI 16
3389,EP,,Somministrazione,somministrazione,14,1392869.095,4993009.741,CORSO MONTE GRAPPA 77/D
3390,EP,,Somministrazione,somministrazione,14,1392885.383,4992931.396,CORSO MONTE GRAPPA 88/A
3391,EP,,Somministrazione,somministrazione,14,1392908.459,4993001.502,CORSO MONTE GRAPPA 98/C
3392,EP,,Somministrazione,somministrazione,14,1392923.16,4993045.419,CORSO MONTE GRAPPA 102/B
3393,EP,,Somministrazione,somministrazione,14,1392925.751,4993053.525,CORSO MONTE GRAPPA 102/D
3394,EP,,Somministrazione,somministrazione,14,1392947.62,4993120.832,CORSO MONTE GRAPPA 110/D
3395,EP,,Somministrazione,somministrazione,11,1393160.408,4988187.127,PIAZZA CARLO MONTANARI 141/B
3396,EP,,Somministrazione,somministrazione,4,1393305.293,4991018.467,VIA MONGINEVRO 75/B
3397,EP,,Somministrazione,somministrazione,4,1393294.437,4991018.852,VIA MONGINEVRO 77/C
3398,EP,,Somministrazione,somministrazione,4,1393134.801,4991040.192,VIA MONGINEVRO 82/B
3399,EP,,Somministrazione,somministrazione,4,1393217.073,4991021.607,VIA MONGINEVRO 85/B
3400,EP,,Somministrazione,somministrazione,11,1394066.109,4989348.785,CORSO MONTE LUNGO 57/A
3401,EP,,Somministrazione,somministrazione,14,1392745.252,4992631.336,CORSO MONTE GRAPPA 33
3402,EP,,DIA di somministrazione,somministrazione,14,1392795.629,4992787.147,CORSO MONTE GRAPPA 53
3403,EP,,Somministrazione,somministrazione,4,1392948.935,4991046.261,VIA MONGINEVRO 92/C
3404,EP,,Somministrazione,somministrazione,4,1393549.667,4991058.356,VIA MONGINEVRO 46 bis/B
3405,EP,,Somministrazione,somministrazione,4,1393543.424,4991041.841,VIA MONGINEVRO 49/C
3406,EP,,Somministrazione,somministrazione,1,1397170.822,4991541.273,VIA MONTEBELLO 24
3407,EP,,Somministrazione,somministrazione,1,1397178.476,4991555.502,VIA MONTEBELLO 26/A
3408,EP,,Somministrazione,somministrazione,8,1397278.984375,4991779.36822916,LARGO MONTEBELLO 31/B
3409,EP,,DIA di somministrazione,somministrazione,14,1392835.8,4992780.872,CORSO MONTE GRAPPA 68
3410,EP,,Somministrazione,somministrazione,1,1396154.514,4991714.673,VIA MONTE DI PIETA' 17/C
3411,EP,,DIA di somministrazione,somministrazione,21,1400664.246,4992459.244,STRADA MONGRENO 53
3412,EP,,Somministrazione,somministrazione,4,1393414.913,4991041.779,VIA MONGINEVRO 58/A
3413,EP,,Somministrazione,somministrazione,4,1393322.169,4991032.995,VIA MONGINEVRO 64/E
3414,EP,,Somministrazione,somministrazione,4,1393398.055,4991024.498,VIA MONGINEVRO 69/C
3415,EP,,Somministrazione,somministrazione,5,1393955.445,4991092.999,VIA MONGINEVRO 15
3416,EP,,Somministrazione,somministrazione,8,1397332.938,4991784.946,LARGO MONTEBELLO 40/A
3417,EP,,Somministrazione,somministrazione,8,1397336.874,4991796.074,LARGO MONTEBELLO 40/E
3418,EP,,DIA di somministrazione,somministrazione,1,1395555.586,4991542.631,VIA RAIMONDO MONTECUCCOLI 1/F
3419,EP,,DIA di somministrazione,somministrazione,1,1395399.508,4991640.375,VIA RAIMONDO MONTECUCCOLI 12
3420,EP,,Somministrazione,somministrazione,1,1396080.076,4991756.242,VIA MONTE DI PIETA' 23/B
3421,EP,,Somministrazione,somministrazione,14,1392661.883,4992379.743,CORSO MONTE GRAPPA 7/B
3422,EP,,DIA di somministrazione,somministrazione,5,1393907.649,4991102.157,VIA MONGINEVRO 20/D
3423,EP,,Somministrazione,somministrazione,5,1393841.64,4991079.045,VIA MONGINEVRO 27/D
3424,EP,,Somministrazione,somministrazione,5,1393858.716,4991096.145,VIA MONGINEVRO 28/A
3425,EP,,Somministrazione,somministrazione,1,1397050.411,4991319.754,VIA MONTEBELLO 2/O
3426,EP,,Somministrazione,somministrazione,1,1397114.67,4991462.633,VIA MONTEBELLO 9/E
3427,EP,,Somministrazione,somministrazione,1,1397129.907,4991490.798,VIA MONTEBELLO 13/D
3428,EP,,Somministrazione,somministrazione,14,1392732.11,4992592.332,CORSO MONTE GRAPPA 29/E
3429,EP,,Somministrazione,somministrazione,5,1393788.327,4991087.496,VIA MONGINEVRO 38/A
3430,EP,,Somministrazione,somministrazione,22,1397765.326,4990881.906,VIA MONFERRATO 23/A
3431,EP,,Somministrazione,somministrazione,22,1397781.843,4990896.896,VIA MONFERRATO 23/F
3432,EP,,Somministrazione,somministrazione,1,1397191.486,4991604.958,VIA MONTEBELLO 21 bis/D
3433,EP,,Somministrazione,somministrazione,1,1397157.067,4991515.849,VIA MONTEBELLO 22/A
3434,EP,,Somministrazione,somministrazione,1,1397166.806,4991533.808,VIA MONTEBELLO 22/G
3435,EP,,Somministrazione,somministrazione,1,1396353.805,4991611.247,VIA MONTE DI PIETA' 5/D
3436,EP,,Somministrazione,somministrazione,1,1396210.889,4991686.153,VIA MONTE DI PIETA' 13/H
3437,EP,,Somministrazione,somministrazione,1,1396199.617,4991692.416,VIA MONTE DI PIETA' 15/B
3438,EP,,Somministrazione,somministrazione,21,1400616.797,4992460.913,STRADA MONGRENO 50
3439,EP,,DIA di somministrazione,somministrazione,8,1398260.879,4991991.331,VIA MONGRANDO 44/C
3440,EP,,Somministrazione,somministrazione,5,1394100.525,4991125.872,VIA MONGINEVRO 2/D
3441,EP,,Somministrazione,somministrazione,5,1394061.193,4991105.688,VIA MONGINEVRO 3/A
3442,EP,,Somministrazione,somministrazione,5,1394051.405,4991104.475,VIA MONGINEVRO 3/C
3443,EP,,Somministrazione,somministrazione,5,1394064.733,4991121.255,VIA MONGINEVRO 4/A
3444,EP,,Somministrazione,somministrazione,5,1394042.543,4991103.376,VIA MONGINEVRO 5/A
3445,EP,,Somministrazione,somministrazione,5,1394008.64131463,4991114.42215193,VIA MONGINEVRO 8/D
3446,EP,,Somministrazione,somministrazione,22,1396195.505,4988076.796,CORSO MONCALIERI 238
3447,EP,,Somministrazione,somministrazione,14,1392638.51,4992673.452,VIA MOGADISCIO 16/F
3448,EP,,DIA di somministrazione,somministrazione,19,1397156.292,4997571.638,STRADA DEL MOLINO DEL VILLARETTO 45
3449,EP,,Somministrazione,somministrazione,1,1396795.604,4990693.955,VIA DEI MILLE 32
3450,EP,,DIA di somministrazione,somministrazione,1,1396314.879,4992113.981,VIA MILANO 18
