WKT_GEOM;C_COMP_MERC;INDIRIZZ;CARRAIO;FRONTE;INSEGNA;ANNO_INI;MESE_INI;TIPO_MER;DESC_RIP;DETT_RIP;CAT_MER;PREVALEN;TIPO_LOC;MQ_TOT_L;MQ_TOT_V;TIPO_ADD;NOME_ADD;SEZCENS;ZONASTAT;NCIRCO;SEZ_ELET;CAP;COORD_X;COORD_Y
POINT (1392796.264 4992940.622);CF;VIA NICOMEDE BIANCHI 12;Si;No;;2025;6;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Mista;S;148179;.;30;N;NEGOZIO;2008;50;4;390;10146;1392796,264;4992940,622
POINT (1392789.716 4992941.494);CF;VIA NICOMEDE BIANCHI 12/C;No;No;;2011;12;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Tabacchi;S;123020;84;70;N;NEGOZIO;2008;50;4;390;10146;1392789,716;4992941,494
POINT (1392773.037 4992943.718);EP;VIA NICOMEDE BIANCHI 14/B;No;No;;2021;4;             .;Somministrazione;B;Nessuna;;56776;61;;N;;2008;50;4;390;10146;1392773,037;4992943,718
POINT (1392829.448 4992921.411);AE;VIA NICOMEDE BIANCHI 1;No;No;;2013;7;             .;Acconciatori/estetisti;Acconciatori;Nessuna;;138771;34;.;N;;2017;50;4;390;10146;1392829,448;4992921,411
POINT (1392787.948 4992926.745);CF;VIA NICOMEDE BIANCHI 7;Si;No;;2017;8;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Macelleria;S;139003;72;44;N;NEGOZIO;2017;50;4;390;10146;1392787,948;4992926,745
POINT (1392358.767 4992999.385);EP;VIA NICOMEDE BIANCHI 62/G;No;No;;2013;7;             .;Somministrazione;D;Nessuna;;47306;37;;N;;3692;50;4;392;10146;1392358,767;4992999,385
POINT (1392358.767 4992999.385);CF;VIA NICOMEDE BIANCHI 62/G;No;No;;2013;7;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Pasticceria;S;23694;107;40;N;NEGOZIO;3692;50;4;392;10146;1392358,767;4992999,385
POINT (1392523.669 4992962.059);EP;VIA NICOMEDE BIANCHI 39/E;No;No;;2018;1;             .;Somministrazione;B;Nessuna;;56228;41;;N;;2015;50;4;391;10146;1392523,669;4992962,059
POINT (1392523.669 4992962.059);CF;VIA NICOMEDE BIANCHI 39/E;No;No;;2018;1;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Alimentari;S;140010;.;2;N;NEGOZIO;2015;50;4;391;10146;1392523,669;4992962,059
POINT (1392523.669 4992962.059);CF;VIA NICOMEDE BIANCHI 39/E;No;No;;2013;9;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Enoteca;S;126823;41;30;N;NEGOZIO;2015;50;4;391;10146;1392523,669;4992962,059
POINT (1392334.605 4992987.293);CF;VIA NICOMEDE BIANCHI 59;Si;No;;2009;5;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Acconciatore/Estetista;S;108286;135;30;N;NEGOZIO;2014;50;4;392;10146;1392334,605;4992987,293
POINT (1392334.605 4992987.293);CF;VIA NICOMEDE BIANCHI 59;Si;No;;2009;5;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Alimenti biologici;N;108286;135;30;N;NEGOZIO;2014;50;4;392;10146;1392334,605;4992987,293
POINT (1398310.747 4991800.401);CFE;CORSO BELGIO 39/D;No;No;;2016;7;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Quotidiani e periodici;S;17175;18;15;N;NEGOZIO;969;22;7;0;10153;1398310,747;4991800,401
POINT (1399500.628 4992071.804);CF;CORSO BELGIO 149/B;No;No;;2006;2;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Abbigliamento;S;2598;.;187;N;NEGOZIO;5210;22;7;0;10153;1399500,628;4992071,804
POINT (1397310.843 4993375.565);CF;VIA BIOGLIO 1/A;Si;No;;2023;5;EXTRALIMENTARI;FORME SPECIALI DI VENDITA;Vend.dettaglio per corrispond./TV/altro sistema;Autoveicoli e motoveicoli;S;154974;.;.;N;;1609;37;6;546;10154;1397310,843;4993375,565
POINT (1398827.369 4994013.306);CF;VIA BOLOGNA 252;Si;No;;2024;4;EXTRALIMENTARI;FORME SPECIALI DI VENDITA;Vend.dettaglio per corrispond./TV/altro sistema;Extralimentari;S;157977;.;.;N;;1737;40;6;588;10154;1398827,369;4994013,306
POINT (1398534.118 4993664.794);CF;VIA BOLOGNA 214;No;No;;2013;9;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Alimentari;S;126559;345;14;N;NEGOZIO;1754;40;6;587;10154;1398534,118;4993664,794
POINT (1398534.118 4993664.794);CF;VIA BOLOGNA 214;No;No;;2013;9;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;N;126559;345;14;N;NEGOZIO;1754;40;6;587;10154;1398534,118;4993664,794
POINT (1398534.118 4993664.794);CF;VIA BOLOGNA 214;No;No;;2004;12;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;16412;.;13;N;NEGOZIO;1754;40;6;587;10154;1398534,118;4993664,794
POINT (1398728.48 4993883.22);CF;VIA BOLOGNA 244;Si;No;;2008;8;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Autoveicoli e motoveicoli;S;15964;180;20;N;NEGOZIO;1744;40;6;587;10154;1398728,48;4993883,22
POINT (1398728.48 4993883.22);CF;VIA BOLOGNA 244;Si;No;;2008;8;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Vendita al dettaglio di cose antiche ed usate;N;15964;180;20;N;NEGOZIO;1744;40;6;587;10154;1398728,48;4993883,22
POINT (1398774.924 4993985.452);CF;VIA BOLOGNA 257/A;No;No;;2014;4;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;128802;38;11;N;NEGOZIO;1743;40;6;583;10154;1398774,924;4993985,452
POINT (1398788.404 4994003.189);CF;VIA BOLOGNA 259;No;No;;2010;4;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Macelleria;S;99579;76;46;N;NEGOZIO;1743;40;6;583;10154;1398788,404;4994003,189
POINT (1395113.354 4991782.566);EP;CORSO BOLZANO 30;No;No;;2017;11;ALTRO;DIA di somministrazione;nei circoli;Nessuna;;44778;42;;N;;269;08;1;37;10121;1395113,354;4991782,566
POINT (1396230.12907031 4992239.52214473);CF;VIA FRANCO BONELLI 3;No;No;;2004;12;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Abbigliamento;S;16433;.;150;N;NEGOZIO;13;01;1;5;10122;1396230,12907031;4992239,52214473
POINT (1395387.564 4995033.508);EP;PIAZZA RUGGERO BONGHI 2/A;No;No;;1996;4;ALTRO;Somministrazione;B;Nessuna;;47448;54;;N;;2838;45;5;460;10147;1395387,564;4995033,508
POINT (1392370.346 4992982.698);AE;VIA NICOMEDE BIANCHI 55/C;No;No;;2006;7;             .;Acconciatori/estetisti;Acconciatori;Nessuna;;59816;50;.;N;;2014;50;4;392;10146;1392370,346;4992982,698
POINT (1392325.165 4992988.507);AE;VIA NICOMEDE BIANCHI 59/D;No;No;;2005;7;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;108119;100;.;N;;2014;50;4;392;10146;1392325,165;4992988,507
POINT (1392362.491 4992998.888);CF;VIA NICOMEDE BIANCHI 62;Si;No;;2025;6;EXTRALIMENTARI;FORME SPECIALI DI VENDITA;Vend.dettaglio per corrispond./TV/altro sistema;Cosmetici;S;161839;.;.;N;;3692;50;4;392;10146;1392362,491;4992998,888
POINT (1392362.491 4992998.888);CF;VIA NICOMEDE BIANCHI 62;Si;No;;2000;1;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Edilizia/Sanitari;S;140661;40;40;N;NEGOZIO;3692;50;4;392;10146;1392362,491;4992998,888
POINT (1392566.074 4987880.0600000005);EP;PIAZZA DANTE LIVIO BIANCO 8/A;No;No;;2020;8;             .;Somministrazione;U;Nessuna;;139857;24;;N;;2953;60;2;160;10137;1392566,074;4987880,0600000005
POINT (1392566.074 4987880.0600000005);CF;PIAZZA DANTE LIVIO BIANCO 8/A;No;No;;2025;11;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Alimentari;S;129894;41;16;N;NEGOZIO;2953;60;2;160;10137;1392566,074;4987880,0600000005
POINT (1392527.646 4987897.548);CF;PIAZZA DANTE LIVIO BIANCO 10/E;No;No;;1989;7;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Farmacia;S;28285;55;.;;NEGOZIO;2953;60;2;160;10137;1392527,646;4987897,548
POINT (1395757.445 4994407.889);CF;VIA BIBIANA 7/A;No;No;;2016;2;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Cialde caffè;S;134939;39;17;N;NEGOZIO;1799;42;5;418;10147;1395757,445;4994407,889
POINT (1395804.977 4994455.397);EP;VIA BIBIANA 14/D;No;No;;2020;8;             .;Somministrazione;B;Nessuna;;42722;34;;N;;1800;42;5;420;10147;1395804,977;4994455,397
POINT (1396002.583 4994797.857);CF;VIA BIBIANA 47/G;No;No;;2006;1;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Articoli funerari;S;63165;.;44;N;;1777;42;5;421;10147;1396002,583;4994797,857
POINT (1396056.1600000001 4995107.026);AE;VIA BIBIANA 85/A;No;No;;1998;3;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;61320;44;.;;;1820;43;5;444;10147;1396056,1600000001;4995107,026
POINT (1395832.986 4989701.127);EP;VIA GIORGIO BIDONE 12/G;No;No;;2024;1;             .;Somministrazione;B;Nessuna;;48103;41;;N;;859;19;8;748;10125;1395832,986;4989701,127
POINT (1397755.297 4993214.449);EP;VIA BOLOGNA 99/B;No;No;;1987;10;ALTRO;Somministrazione;B;Nessuna;;42697;62;;N;;1608;37;6;548;10154;1397755,297;4993214,449
POINT (1397816.696 4993264.698);CF;VIA BOLOGNA 105/B;No;No;;2003;1;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Non alimentari generici;S;6306;85;.;;NEGOZIO;1607;37;6;548;10154;1397816,696;4993264,698
POINT (1397816.696 4993264.698);CF;VIA BOLOGNA 105/B;No;No;;2002;9;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;34820;73;.;;NEGOZIO;1607;37;6;548;10154;1397816,696;4993264,698
POINT (1397836.405 4993276.722);CF;VIA BOLOGNA 105 bis;No;No;;2009;3;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;107590;200;50;N;NEGOZIO;1607;37;6;548;10154;1397836,405;4993276,722
POINT (1397983.134 4993354.925);EP;VIA BOLOGNA 125/A;No;No;;2022;6;             .;Somministrazione;B;Nessuna;;145940;56;;N;;1605;37;6;548;10154;1397983,134;4993354,925
POINT (1397983.134 4993354.925);AE;VIA BOLOGNA 125/A;No;No;;1979;9;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;59394;0;.;;;1605;37;6;548;10154;1397983,134;4993354,925
POINT (1397983.134 4993354.925);CF;VIA BOLOGNA 125/A;No;No;;2019;11;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Alimentari;S;128092;36;15;N;NEGOZIO;1605;37;6;548;10154;1397983,134;4993354,925
POINT (1397693.603 4993176.497);CF;VIA BOLOGNA 91/H;No;No;;1994;9;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Farmacia;S;10588;178;.;N;NEGOZIO;1608;37;6;548;10154;1397693,603;4993176,497
POINT (1397693.603 4993176.497);CF;VIA BOLOGNA 91/H;No;No;;1994;9;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;N;10588;178;.;N;NEGOZIO;1608;37;6;548;10154;1397693,603;4993176,497
POINT (1397703.767 4993182.75);CF;VIA BOLOGNA 93;No;No;;2023;3;MISTA;FORME SPECIALI DI VENDITA;Vend.dettaglio per corrispond./TV/altro sistema;Mista;S;154455;.;.;N;;1608;37;6;548;10154;1397703,767;4993182,75
POINT (1397602.83089162 4993090.09616453);CF;VIA BOLOGNA 94/F;No;No;;2021;12;EXTRALIMENTARI;MEDIE STRUTTURE;Medie strutture di vendita;Articoli per animali;S;150623;625;545;N;;4784;36;6;535;10154;1397602,83089162;4993090,09616453
POINT (1397641.973 4993115.372);EP;VIA BOLOGNA 96/F;Si;No;;2024;10;             .;Somministrazione;U;Nessuna;;132251;97;;N;;4784;36;6;535;10154;1397641,973;4993115,372
POINT (1397545.099 4993085.143);EP;VIA BOLOGNA 77;No;No;;2023;9;ALTRO;DIA di somministrazione;in scuole, ospedali, comunità religiose, caserme;Nessuna;;156467;.;;N;;1613;37;6;547;10154;1397545,099;4993085,143
POINT (1394844.918 4994621.813);CF;VIA BORGARO 62/A;No;No;;2016;1;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Macelleria;S;27334;29;15;N;NEGOZIO;1845;44;5;448;10149;1394844,918;4994621,813
POINT (1394816.233 4994662.717);CF;VIA BORGARO 51 bis/A;No;No;;2018;2;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Oggetti preziosi;S;140250;21;21;N;NEGOZIO;3379;47;5;474;10149;1394816,233;4994662,717
POINT (1394842.327 4994557.229);CF;VIA BORGARO 52/D;No;No;;2018;1;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Enoteca;S;139989;60;48;N;NEGOZIO;1845;44;5;448;10149;1394842,327;4994557,229
POINT (1394858.64166667 4994999.33645833);EP;VIA BORGARO 82/A;No;No;;2013;8;             .;Somministrazione;B;Nessuna;;42020;55;;N;;1883;45;5;0;10149;1394858,64166667;4994999,33645833
POINT (1394858.64166667 4994999.33645833);CF;VIA BORGARO 82/A;No;No;;2013;8;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Pasticceria;S;26301;161;6;N;NEGOZIO;1883;45;5;0;10149;1394858,64166667;4994999,33645833
POINT (1394858.64166667 4994999.33645833);CF;VIA BORGARO 82/A;No;No;;2013;8;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;N;26301;161;6;N;NEGOZIO;1883;45;5;0;10149;1394858,64166667;4994999,33645833
POINT (1394860.471 4995044.292);EP;VIA BORGARO 86;No;No;;2022;4;ALTRO;Somministrazione;U;Nessuna;;151654;63;;N;;1883;45;5;456;10149;1394860,471;4995044,292
POINT (1394820.215 4995176.782);CF;VIA BORGARO 103/A;No;No;;2016;11;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Farmacia;S;15506;120;50;N;NEGOZIO;2860;48;5;506;10149;1394820,215;4995176,782
POINT (1394820.215 4995176.782);CF;VIA BORGARO 103/A;No;No;;2016;11;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;N;15506;120;50;N;NEGOZIO;2860;48;5;506;10149;1394820,215;4995176,782
POINT (1392591.733 4987868.382);CF;PIAZZA DANTE LIVIO BIANCO 2/E;No;No;;1997;3;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Macelleria;S;25313;60;.;;NEGOZIO;2953;60;2;160;10137;1392591,733;4987868,382
POINT (1392231.265 4992957.925);CF;VIA NICOMEDE BIANCHI 73/D;No;No;;2006;12;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Autoveicoli e motoveicoli;S;98053;100;33;N;NEGOZIO;3409;50;4;391;10146;1392231,265;4992957,925
POINT (1392231.265 4992957.925);CF;VIA NICOMEDE BIANCHI 73/D;No;No;;2006;12;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Vendita al dettaglio di cose antiche ed usate;N;98053;100;33;N;NEGOZIO;3409;50;4;391;10146;1392231,265;4992957,925
POINT (1395608.446 4992888.821);CF;VIA BIELLA 7/D;No;No;;2014;1;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Panificio;S;135538;82;39;N;;498;12;7;657;10152;1395608,446;4992888,821
POINT (1395144.429 4987676.772);CF;VIA GIULIO BIGLIERI 1;Si;No;;2020;9;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Alimentari;S;147322;68;46;N;NEGOZIO;2256;57;8;814;10126;1395144,429;4987676,772
POINT (1395144.429 4987676.772);CF;VIA GIULIO BIGLIERI 1;Si;No;;2010;12;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Tabacchi;S;25702;69;60;N;NEGOZIO;2256;57;8;814;10126;1395144,429;4987676,772
POINT (1391470.726 4990999.102);AE;VIA BIONAZ 8/B;No;No;;2001;1;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;61860;28;.;;;5692;63;3;310;10142;1391470,726;4990999,102
POINT (1397635.084 4993140.515);CF;VIA BOLOGNA 87;Si;No;;2022;11;MISTA;FORME SPECIALI DI VENDITA;Vend.dettaglio in spaccio interno;Mista;S;153420;40;40;N;SPACCIO;1608;37;6;548;10154;1397635,084;4993140,515
POINT (1397635.084 4993140.515);CF;VIA BOLOGNA 87;Si;No;;2010;7;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Autoveicoli e motoveicoli;S;112427;78;68;N;NEGOZIO;1608;37;6;548;10154;1397635,084;4993140,515
POINT (1397635.084 4993140.515);CF;VIA BOLOGNA 87;Si;No;;2010;7;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Vendita al dettaglio di cose antiche ed usate;N;112427;78;68;N;NEGOZIO;1608;37;6;548;10154;1397635,084;4993140,515
POINT (1397546.956 4993056.947);CF;VIA BOLOGNA 88/B;No;No;;2016;11;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Alimentari;S;136909;26;23;N;NEGOZIO;1583;36;6;535;10154;1397546,956;4993056,947
POINT (1397546.956 4993056.947);CF;VIA BOLOGNA 88/B;No;No;;2016;11;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;N;136909;26;23;N;NEGOZIO;1583;36;6;535;10154;1397546,956;4993056,947
POINT (1397551.57 4993059.792);CF;VIA BOLOGNA 88/C;No;No;;2002;10;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;18855;7;.;;NEGOZIO;1583;36;6;535;10154;1397551,57;4993059,792
POINT (1397551.57 4993059.792);CFE;VIA BOLOGNA 88/C;No;No;;2002;10;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Quotidiani e periodici;S;18856;7;.;;NEGOZIO;1583;36;6;535;10154;1397551,57;4993059,792
POINT (1397646.296 4993147.394);EP;VIA BOLOGNA 89/B;No;No;;2001;6;ALTRO;Somministrazione;A+B;Nessuna;;52776;145;;N;;1608;37;6;548;10154;1397646,296;4993147,394
POINT (1397652.926 4993151.473);CF;VIA BOLOGNA 89/D;No;No;;2024;11;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Tabacchi;S;159675;21;21;N;;1608;37;6;548;10154;1397652,926;4993151,473
POINT (1397652.926 4993151.473);CF;VIA BOLOGNA 89/D;No;No;;2024;11;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;N;159675;21;21;N;;1608;37;6;548;10154;1397652,926;4993151,473
POINT (1397307.623 4992915.488);CF;VIA BOLOGNA 58/A;No;No;;2022;10;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Alimentari;S;153110;37;25;N;NEGOZIO;4875;23;7;686;10152;1397307,623;4992915,488
POINT (1397426.33645833 4992982.72708334);EP;VIA BOLOGNA 74;No;No;;2007;11;ALTRO;DIA di somministrazione;nelle mense aziendali a favore dei dipendenti;Nessuna;;102535;670;;N;;1000;23;7;685;10152;1397426,33645833;4992982,72708334
POINT (1397426.33645833 4992982.72708334);CF;VIA BOLOGNA 74;No;No;;2017;3;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;33840;58;47;N;NEGOZIO;1000;23;7;685;10152;1397426,33645833;4992982,72708334
POINT (1397390.25014735 4992958.15864447);AE;VIA BOLOGNA 74/F;No;No;;2006;6;             .;Acconciatori/estetisti;Acconciatori;Nessuna;;59637;26;.;N;;1000;23;7;685;10152;1397390,25014735;4992958,15864447
POINT (1397390.25014735 4992958.15864447);CF;VIA BOLOGNA 74/F;No;No;;2006;10;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Acconciatore/Estetista;S;98112;26;20;N;NEGOZIO;1000;23;7;685;10152;1397390,25014735;4992958,15864447
POINT (1398813.751 4993995.183);CF;VIA BOLOGNA 250/A;No;No;;2008;7;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Farmacia;S;12976;155;100;N;NEGOZIO;1737;40;6;0;10154;1398813,751;4993995,183
POINT (1398813.751 4993995.183);CF;VIA BOLOGNA 250/A;No;No;;2008;7;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;N;12976;155;100;N;NEGOZIO;1737;40;6;0;10154;1398813,751;4993995,183
POINT (1398762.285 4993968.822);CF;VIA BOLOGNA 253/C;No;No;;2009;6;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Mobili;S;37583;189;135;N;NEGOZIO;1743;40;6;583;10154;1398762,285;4993968,822
POINT (1398832.631 4994020.3100000005);AE;VIA BOLOGNA 254;No;No;;2012;9;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;141482;43;.;N;;1737;40;6;588;10154;1398832,631;4994020,3100000005
POINT (1398835.002 4994023.465);CF;VIA BOLOGNA 254/B;No;No;;2025;3;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Minimercato;S;161096;60;21;N;;1737;40;6;588;10154;1398835,002;4994023,465
POINT (1398838.23 4994027.761);AE;VIA BOLOGNA 254 bis/A;No;No;;1979;9;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;59204;0;.;;;1737;40;6;588;10154;1398838,23;4994027,761
POINT (1398722.058 4993874.812);CF;VIA BOLOGNA 242/D;No;No;;2025;9;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Alimentari;S;148484;95;45;N;NEGOZIO;1744;40;6;587;10154;1398722,058;4993874,812
POINT (1395743.996 4992249.093);CF;VIA DEL CARMINE 10;No;No;;2000;3;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Cartolerie;S;13949;.;78;N;NEGOZIO;174;05;1;20;10122;1395743,996;4992249,093
POINT (1400335.136 4997006.501);CF;STRADA DELLA CEBROSA 86/A;Si;No;;2002;6;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Autoveicoli e motoveicoli;S;15234;.;250;N;NEGOZIO;3894;78;6;621;10156;1400335,136;4997006,501
POINT (1397606.40729167 4995099.809375);AE;PIAZZA DERNA 215 scala C;No;No;;2020;3;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;146026;144;.;N;;2830;41;6;598;10155;1397606,40729167;4995099,809375
POINT (1397606.40729167 4995099.809375);CF;PIAZZA DERNA 215 scala C;No;No;;2017;2;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Acconciatore/Estetista;S;137706;111;5;N;NEGOZIO;2830;41;6;598;10155;1397606,40729167;4995099,809375
POINT (1397615.53541667 4995070.04375);CF;PIAZZA DERNA 215 scala E;No;No;;2020;2;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Mista;S;145770;240;240;N;NEGOZIO;2830;41;6;598;10155;1397615,53541667;4995070,04375
POINT (1396966.708 4992728.877);CF;VIA BOLOGNA 9/A;No;No;;2009;9;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;109452;38;2;N;NEGOZIO;1105;24;7;707;10152;1396966,708;4992728,877
POINT (1397095.907 4992808.799);CF;VIA BOLOGNA 25/B;No;No;;2020;8;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Telefonia;S;147137;31;10;N;NEGOZIO;1104;24;7;0;10152;1397095,907;4992808,799
POINT (1397095.907 4992808.799);CF;VIA BOLOGNA 25/B;No;No;;2013;2;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Mista;S;124615;31;31;N;NEGOZIO;1104;24;7;0;10152;1397095,907;4992808,799
POINT (1397095.907 4992808.799);CF;VIA BOLOGNA 25/B;No;No;;2010;4;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Audiovisivi;S;111688;5;5;N;NEGOZIO;1104;24;7;0;10152;1397095,907;4992808,799
POINT (1397095.907 4992808.799);CF;VIA BOLOGNA 25/B;No;No;;2006;12;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Mista;S;35970;.;30;N;NEGOZIO;1104;24;7;0;10152;1397095,907;4992808,799
POINT (1397095.907 4992808.799);CF;VIA BOLOGNA 25/B;No;No;;2005;8;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Phone center;S;41435;.;30;N;;1104;24;7;0;10152;1397095,907;4992808,799
POINT (1397190.253 4992866.709);CF;VIA BOLOGNA 27/G;No;No;;2025;12;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;163456;43;31;N;;1088;24;7;0;10152;1397190,253;4992866,709
POINT (1400284.84602918 4994893.34656684);AE;STRADA DEI BIASONI 3/A;No;No;;1998;5;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;61364;0;.;;;2575;79;6;629;10156;1400284,84602918;4994893,34656684
POINT (1395119.487 4988072.231);EP;VIA GIULIO BIZZOZERO 15/A;No;No;;2012;4;             .;Somministrazione;A;Nessuna;;42019;54;;N;;2240;57;8;821;10126;1395119,487;4988072,231
POINT (1399365.119 4991385.75);CF;VIA GIOVANNI BOCCACCIO 18/B;No;No;;2018;8;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Latteria;S;19696;58;42;N;NEGOZIO;2499;71;7;710;10132;1399365,119;4991385,75
