WKT_GEOM;C_COMP_MERC;INDIRIZZ;CARRAIO;FRONTE;INSEGNA;ANNO_INI;MESE_INI;TIPO_MER;DESC_RIP;DETT_RIP;CAT_MER;PREVALEN;TIPO_LOC;MQ_TOT_L;MQ_TOT_V;TIPO_ADD;NOME_ADD;SEZCENS;ZONASTAT;NCIRCO;SEZ_ELET;CAP;COORD_X;COORD_Y
POINT (1394537.871 4991843.047);EP;VIA PIETRO PALMIERI 61/A;No;No;;2007;2;             .;Somministrazione;D;Nessuna;;52031;65;;N;;760;17;3;199;10138;1394537,871;4991843,047
POINT (1394037.565 4988072.34);AE;VIA PASQUALE PAOLI 9;Si;No;;2009;7;             .;Acconciatori/estetisti;Acconciatori;Nessuna;;59229;47;.;N;NEGOZIO;2201;56;8;799;10134;1394037,565;4988072,34
POINT (1394037.565 4988072.34);CF;VIA PASQUALE PAOLI 9;Si;No;;2012;4;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Bigiotteria;S;120875;47;2;N;NEGOZIO;2201;56;8;799;10134;1394037,565;4988072,34
POINT (1393970.003 4987972.322);EP;VIA PASQUALE PAOLI 26/A;No;No;;2019;5;             .;Somministrazione;B;Nessuna;;50537;65;;N;;2200;56;8;795;10134;1393970,003;4987972,322
POINT (1393970.003 4987972.322);CF;VIA PASQUALE PAOLI 26/A;No;No;;2023;11;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Alimentari annessi ad altra attività;S;156427;95;5;N;;2200;56;8;795;10134;1393970,003;4987972,322
POINT (1392773.455 4994671.188);EP;VIA PIANEZZA 212/F;No;No;;2011;2;ALTRO;Somministrazione;U;Nessuna;;112908;73;;N;;4326;48;5;481;10151;1392773,455;4994671,188
POINT (1394068.699 4990860.877);CF;CORSO PESCHIERA 138/A;No;No;;2020;11;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;147959;75;36;N;NEGOZIO;1480;33;3;241;10138;1394068,699;4990860,877
POINT (1394068.699 4990860.877);CF;CORSO PESCHIERA 138/A;No;No;;2016;10;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Tabacchi;S;32891;43;18;N;NEGOZIO;1480;33;3;241;10138;1394068,699;4990860,877
POINT (1394068.699 4990860.877);CF;CORSO PESCHIERA 138/A;No;No;;2016;10;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;N;32891;43;18;N;NEGOZIO;1480;33;3;241;10138;1394068,699;4990860,877
POINT (1394068.699 4990860.877);CFE;CORSO PESCHIERA 138/A;No;No;;2016;10;EXTRALIMENTARI;GIORNALI;Vendita non esclusiva di quotidiani e periodici;Quotidiani e periodici;S;127099;40;20;N;;1480;33;3;241;10138;1394068,699;4990860,877
POINT (1394052.552 4990869.981);AE;CORSO PESCHIERA 138/F;No;No;;1980;3;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;60094;0;.;;;1480;33;3;241;10138;1394052,552;4990869,981
POINT (1394041.603 4990876.168);EP;CORSO PESCHIERA 138 bis/D;No;No;;1994;8;ALTRO;Somministrazione;A+B;Nessuna;;46069;135;;N;;1480;33;3;241;10138;1394041,603;4990876,168
POINT (1394015.543 4990891.164);CF;CORSO PESCHIERA 142 bis/D;No;No;;2021;10;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Alimentari;S;150503;40;35;N;NEGOZIO;3292;33;3;240;10138;1394015,543;4990891,164
POINT (1394015.543 4990891.164);CF;CORSO PESCHIERA 142 bis/D;No;No;;2018;12;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Alimentari;S;142516;.;56;N;NEGOZIO;3292;33;3;240;10138;1394015,543;4990891,164
POINT (1394015.543 4990891.164);CF;CORSO PESCHIERA 142 bis/D;No;No;;2017;8;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Panetteria;S;20944;30;24;N;NEGOZIO;3292;33;3;240;10138;1394015,543;4990891,164
POINT (1394015.543 4990891.164);CF;CORSO PESCHIERA 142 bis/D;No;No;;2017;8;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;N;20944;30;24;N;NEGOZIO;3292;33;3;240;10138;1394015,543;4990891,164
POINT (1393966.78 4990868.407);EP;CORSO PESCHIERA 145/A;No;No;;2024;1;             .;Somministrazione;U;Nessuna;;133030;33;;N;;1509;33;3;242;10141;1393966,78;4990868,407
POINT (1393945.385 4990879.267);AE;CORSO PESCHIERA 145;No;No;;2015;5;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;132509;48;.;N;;1509;33;3;242;10141;1393945,385;4990879,267
POINT (1392112.358 4985843.132);AE;VIA CESARE PAVESE 2/E;No;No;;2019;2;             .;Acconciatori/estetisti;Acconciatori;Nessuna;;58528;31;.;N;;3832;90;2;891;10135;1392112,358;4985843,132
POINT (1392125.359 4985835.791);CF;VIA CESARE PAVESE 4;No;No;;2018;8;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Alimentari;S;141631;86;50;N;NEGOZIO;3832;90;2;891;10135;1392125,359;4985835,791
POINT (1392138.199 4985828.542);CF;VIA CESARE PAVESE 6/B;No;No;;1987;9;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;6898;41;.;;NEGOZIO;3832;90;2;891;10135;1392138,199;4985828,542
POINT (1394598.172 4991959.835);CF;VIA PIETRO PALMIERI 47;No;No;;2013;11;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Abbigliamento;S;127240;200;180;N;NEGOZIO;754;17;3;199;10138;1394598,172;4991959,835
POINT (1394112.141 4994060.085);CF;VIA PIANEZZA 59/B;No;No;;2024;3;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Bibite;S;136826;80;1;N;NEGOZIO;1947;47;5;0;10149;1394112,141;4994060,085
POINT (1394069.644 4994101.582);CF;VIA PIANEZZA 63/G;No;No;;2024;10;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Minimercato;S;159653;26;26;N;;1946;47;5;478;10149;1394069,644;4994101,582
POINT (1394024.355 4994165.003);CF;VIA PIANEZZA 68/B;No;No;;2008;4;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Macelleria;S;39576;86;46;N;NEGOZIO;1942;47;5;478;10149;1394024,355;4994165,003
POINT (1394033.054 4994137.285);CF;VIA PIANEZZA 71/A;No;No;;2025;10;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Pizza al taglio;S;162731;62;22;N;;1946;47;5;478;10149;1394033,054;4994137,285
POINT (1394033.054 4994137.285);CF;VIA PIANEZZA 71/A;No;No;;2017;5;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Alimentari;S;138428;62;21;N;NEGOZIO;1946;47;5;478;10149;1394033,054;4994137,285
POINT (1394033.054 4994137.285);CF;VIA PIANEZZA 71/A;No;No;;2015;5;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Pizza al taglio;S;132575;64;21;N;NEGOZIO;1946;47;5;478;10149;1394033,054;4994137,285
POINT (1393951.874 4994216.215);CF;VIA PIANEZZA 83;Si;No;;2023;1;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Alimentari;S;147802;.;15;N;NEGOZIO;4503;47;5;478;10149;1393951,874;4994216,215
POINT (1393951.874 4994216.215);CF;VIA PIANEZZA 83;Si;No;;2023;1;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;N;147802;.;15;N;NEGOZIO;4503;47;5;478;10149;1393951,874;4994216,215
POINT (1397393.071 4991105.358);CF;VIA MATTEO PESCATORE 7/G;No;No;;2017;5;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Alimentari;S;112291;40;40;N;NEGOZIO;222;06;1;27;10124;1397393,071;4991105,358
POINT (1397393.321 4991088.464);EP;VIA MATTEO PESCATORE 10/C;No;No;;2021;10;             .;Somministrazione;B;Nessuna;;49273;80;;N;;225;06;1;27;10124;1397393,321;4991088,464
POINT (1397393.321 4991088.464);CF;VIA MATTEO PESCATORE 10/C;No;No;;2021;11;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Alimentari annessi ad altra attività;S;150682;108;2;N;NEGOZIO;225;06;1;27;10124;1397393,321;4991088,464
POINT (1397393.321 4991088.464);CF;VIA MATTEO PESCATORE 10/C;No;No;;2012;8;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;12705;100;2;N;NEGOZIO;225;06;1;27;10124;1397393,321;4991088,464
POINT (1397393.321 4991088.464);CF;VIA MATTEO PESCATORE 10/C;No;No;;2012;8;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Alimentari;N;12705;100;2;N;NEGOZIO;225;06;1;27;10124;1397393,321;4991088,464
POINT (1397421.705 4991078.206);CF;VIA MATTEO PESCATORE 11/D;No;No;;2020;1;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;145664;76;62;N;;222;06;1;27;10124;1397421,705;4991078,206
POINT (1397460.862 4991024.444);EP;VIA MATTEO PESCATORE 16/F;No;No;;1998;3;ALTRO;Somministrazione;A;Nessuna;;49357;78;;N;;226;06;1;27;10124;1397460,862;4991024,444
POINT (1397484.379 4991002.431);EP;VIA MATTEO PESCATORE 18/F;No;No;;2024;8;             .;Somministrazione;U;Nessuna;;130931;50;;N;;226;06;1;27;10124;1397484,379;4991002,431
POINT (1397484.379 4991002.431);EP;VIA MATTEO PESCATORE 18/F;No;No;;2012;4;             .;Somministrazione;U;Nessuna;;115919;23;;N;;226;06;1;27;10124;1397484,379;4991002,431
POINT (1397484.379 4991002.431);CF;VIA MATTEO PESCATORE 18/F;No;No;;2012;4;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Bibite;S;121000;41;21;N;NEGOZIO;226;06;1;27;10124;1397484,379;4991002,431
POINT (1392093.837 4995549.38);AE;VIA DELLE PERVINCHE 61 bis/A;No;No;;2008;2;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;103531;38;.;N;;2755;65;5;516;10151;1392093,837;4995549,38
POINT (1395564.293 4990337.6);EP;VIA PASTRENGO 3 bis/B;No;No;;2021;7;ALTRO;Somministrazione;U;Nessuna;;149737;23;;N;;399;10;1;0;10128;1395564,293;4990337,6
POINT (1395511.329 4990365.613);CF;VIA PASTRENGO 7/A;No;No;;2016;11;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;136994;37;17;N;NEGOZIO;398;10;1;0;10128;1395511,329;4990365,613
POINT (1395449.354 4990398.432);CF;VIA PASTRENGO 11/D;No;No;;2007;9;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Alimentari;S;101265;35;25;N;NEGOZIO;397;10;1;45;10128;1395449,354;4990398,432
POINT (1395940.151 4995146.775);CF;VIA NATALE PALLI 65;No;No;;2009;3;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Articoli funerari;S;112671;45;30;N;;2678;43;5;439;10147;1395940,151;4995146,775
POINT (1394046.617 4986616.399);CF;VIA LUIGI PALMA DI CESNOLA 20/A;No;No;;2005;12;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;63030;160;20;N;NEGOZIO;2359;61;8;0;10127;1394046,617;4986616,399
POINT (1399433.12 4991921.597);AE;VIA PALLANZA 25/A;No;No;;2006;1;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;58084;55;.;N;;2808;22;7;0;10153;1399433,12;4991921,597
POINT (1391428.6984375 4994936.77708333);CF;STRADA PIANEZZA 389/A;Si;No;;2022;12;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Colorificio;S;119790;2;221;N;NEGOZIO;4256;65;5;511;10151;1391428,6984375;4994936,77708333
POINT (1394276.334 4993909.154);CF;VIA PIANEZZA 36/A;No;No;;2015;9;EXTRALIMENTARI;COSE ANTICHE E USATE;Vend.ingrosso di cose antiche ed usate;Autoveicoli e motoveicoli;S;133698;103;80;N;NEGOZIO;1950;47;4;381;10149;1394276,334;4993909,154
POINT (1393376.423 4986011.306);CF;VIA PIACENZA 26/B;No;No;;2014;7;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Articoli per animali;S;129742;52;10;N;NEGOZIO;2973;61;8;853;10127;1393376,423;4986011,306
POINT (1393140.617 4986992.528);EP;VIA PASSO BUOLE 168;No;No;;2017;5;             .;Somministrazione;B;Nessuna;;100072;50;;N;;3487;61;8;865;10135;1393140,617;4986992,528
POINT (1393140.617 4986992.528);CF;VIA PASSO BUOLE 168;No;No;;2017;5;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Telefonia;S;103166;59;5;N;NEGOZIO;3487;61;8;865;10135;1393140,617;4986992,528
POINT (1393140.617 4986992.528);CF;VIA PASSO BUOLE 168;No;No;;2009;2;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;130380;90;45;N;NEGOZIO;3487;61;8;865;10135;1393140,617;4986992,528
POINT (1393091.944 4986999.015);CF;VIA PASSO BUOLE 173/G;No;No;;2001;11;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Complementi d'arredo;S;7860;.;52;N;NEGOZIO;2360;61;8;843;10135;1393091,944;4986999,015
POINT (1393081.743 4987022.437);EP;VIA PASSO BUOLE 176/A;No;No;;2019;6;             .;Somministrazione;A;Nessuna;;51869;37;;N;;2357;61;8;0;10135;1393081,743;4987022,437
POINT (1395505.213 4992005.638);CF;CORSO PALESTRO 14;No;No;;1975;1;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;1189;28;.;;NEGOZIO;201;05;1;24;10122;1395505,213;4992005,638
POINT (1395505.213 4992005.638);EP;CORSO PALESTRO 14;No;No;;2020;11;ALTRO;DIA di somministrazione;in scuole, ospedali, comunità religiose, caserme;Nessuna;;147894;86;;N;;201;05;1;24;10122;1395505,213;4992005,638
POINT (1395483.448 4991905.541);EP;CORSO PALESTRO 15/C;No;No;;1984;6;ALTRO;Somministrazione;A;Nessuna;;42231;79;;N;;208;05;1;24;10122;1395483,448;4991905,541
POINT (1395461.359 4991923.056);CF;CORSO PALESTRO 22/C;No;No;;2024;12;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Alimentari;S;121571;50;18;N;NEGOZIO;207;05;1;0;10122;1395461,359;4991923,056
POINT (1399515.604 4991780.626);AE;VIA PALLANZA 8/B;No;No;;1987;7;             .;Acconciatori/estetisti;Acconciatori;Nessuna;;59913;30;.;N;;986;22;7;679;10153;1399515,604;4991780,626
POINT (1397078.3900000001 4994166.766);EP;VIA PIER LUIGI PALESTRINA 19;Si;No;;2020;11;ALTRO;Somministrazione;U;Nessuna;;147712;57;;N;;1645;38;6;555;10155;1397078,3900000001;4994166,766
POINT (1397078.3900000001 4994166.766);CF;VIA PIER LUIGI PALESTRINA 19;Si;No;;2020;9;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Alimentari;S;147248;57;57;N;NEGOZIO;1645;38;6;555;10155;1397078,3900000001;4994166,766
POINT (1397078.3900000001 4994166.766);CF;VIA PIER LUIGI PALESTRINA 19;Si;No;;2017;8;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Abbigliamento;S;155834;25;24;N;;1645;38;6;555;10155;1397078,3900000001;4994166,766
POINT (1397040.701 4994185.266);AE;VIA PIER LUIGI PALESTRINA 27/A;No;No;;2016;10;ALTRO;Acconciatori/estetisti;Acconciatori;Nessuna;;136794;37;.;N;;1645;38;6;564;10155;1397040,701;4994185,266
POINT (1397040.701 4994185.266);CF;VIA PIER LUIGI PALESTRINA 27/A;No;No;;2016;10;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Abbigliamento;S;136813;25;25;N;NEGOZIO;1645;38;6;564;10155;1397040,701;4994185,266
POINT (1397019.728 4994212.081);CF;VIA PIER LUIGI PALESTRINA 28;Si;No;;2021;9;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Mista;S;150232;23;23;N;NEGOZIO;1637;38;6;564;10155;1397019,728;4994212,081
POINT (1397019.728 4994212.081);CF;VIA PIER LUIGI PALESTRINA 28;Si;No;;2019;12;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Autoveicoli e motoveicoli;S;145376;28;28;N;NEGOZIO;1637;38;6;564;10155;1397019,728;4994212,081
POINT (1394780.204 4992523.703);EP;PIAZZA AMEDEO PEYRON 5 scala B;No;No;;2015;9;ALTRO;Somministrazione;U;Nessuna;;133442;34;;N;;702;16;4;340;10143;1394780,204;4992523,703
POINT (1392688.481 4995505.194);CF;VIA DELLE PERVINCHE 9 scala A;No;No;;2021;2;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Gastronomia;S;148712;39;39;N;NEGOZIO;2754;65;5;519;10151;1392688,481;4995505,194
POINT (1394052.177 4986511.247);CF;VIA PASSO BUOLE 59/A;No;No;;2007;6;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Tabacchi;S;101092;36;20;N;NEGOZIO;6644;61;8;846;10127;1394052,177;4986511,247
POINT (1394052.177 4986511.247);CF;VIA PASSO BUOLE 59/A;No;No;;2007;6;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Alimentari;N;101092;36;20;N;NEGOZIO;6644;61;8;846;10127;1394052,177;4986511,247
POINT (1394052.177 4986511.247);CF;VIA PASSO BUOLE 59/A;No;No;;2007;6;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;N;101092;36;20;N;NEGOZIO;6644;61;8;846;10127;1394052,177;4986511,247
POINT (1394046.293 4986514.25);CF;VIA PASSO BUOLE 59/B;No;No;;2002;9;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;17649;8;.;;NEGOZIO;6644;61;8;846;10127;1394046,293;4986514,25
POINT (1394043.364 4986515.739);CF;VIA PASSO BUOLE 59/C;No;No;;2008;6;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Librerie;S;12777;80;60;N;NEGOZIO;6644;61;8;846;10127;1394043,364;4986515,739
POINT (1393993.988 4986540.977);AE;VIA PASSO BUOLE 65;No;No;;2021;12;             .;Acconciatori/estetisti;Acconciatori;Nessuna;;150087;40;.;N;;2364;61;8;847;10127;1393993,988;4986540,977
POINT (1393968.303 4986571.99);CF;VIA PASSO BUOLE 66;No;No;;2025;4;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Cartolerie;S;24745;101;50;N;NEGOZIO;2359;61;8;844;10127;1393968,303;4986571,99
POINT (1393936.79 4986570.085);CF;VIA PASSO BUOLE 73 bis;No;No;;2025;12;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Negozio con apparecchi automatici;S;147235;7;7;N;NEGOZIO;2364;61;8;847;10127;1393936,79;4986570,085
POINT (1393936.79 4986570.085);CF;VIA PASSO BUOLE 73 bis;No;No;;2025;12;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;N;147235;7;7;N;NEGOZIO;2364;61;8;847;10127;1393936,79;4986570,085
POINT (1393908.012 4986584.729);CF;VIA PASSO BUOLE 79/A;Si;No;;2019;1;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Mobili;S;27990;42;42;N;NEGOZIO;2364;61;8;847;10127;1393908,012;4986584,729
POINT (1393356.097 4986865.173);CF;VIA PASSO BUOLE 143;No;No;;2008;7;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Articoli sanitari e ortopedici;S;15040;196;196;N;NEGOZIO;3076;61;8;865;10135;1393356,097;4986865,173
POINT (1393173.846 4986975.647);CF;VIA PASSO BUOLE 166/C;No;No;;2007;12;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Alimentari;S;102591;.;249;N;NEGOZIO;3487;61;8;865;10135;1393173,846;4986975,647
POINT (1393173.846 4986975.647);CF;VIA PASSO BUOLE 166/C;No;No;;2007;12;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;N;102591;.;249;N;NEGOZIO;3487;61;8;865;10135;1393173,846;4986975,647
POINT (1397145.67 4993264.212);EP;LARGO PALERMO 73/C;No;No;;2023;11;             .;Somministrazione;B;Nessuna;;50814;32;;N;;1062;24;7;700;10152;1397145,67;4993264,212
POINT (1397179.953 4993505.504);CF;CORSO PALERMO 93/E;No;No;;2025;4;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Alimentari;S;161280;20;20;N;;3320;38;6;550;10154;1397179,953;4993505,504
POINT (1397179.953 4993505.504);CF;CORSO PALERMO 93/E;No;No;;2007;8;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Profumeria;S;102673;.;20;N;NEGOZIO;3320;38;6;550;10154;1397179,953;4993505,504
POINT (1397181.192 4993525.54);EP;CORSO PALERMO 93/L;No;No;;1999;4;ALTRO;Somministrazione;A+B;Nessuna;;50608;52;;N;;3320;38;6;550;10154;1397181,192;4993525,54
POINT (1397180.144 4993508.591);EP;CORSO PALERMO 93;No;No;;2004;11;ALTRO;DIA di somministrazione;nei circoli;Nessuna;;56447;72;;;;3320;38;6;550;10154;1397180,144;4993508,591
POINT (1397180.144 4993508.591);CF;CORSO PALERMO 93;No;No;;2019;9;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;144716;.;.;N;;3320;38;6;550;10154;1397180,144;4993508,591
POINT (1397199.855 4993506.555);CF;CORSO PALERMO 94/A;No;No;;2015;5;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Telefonia;S;132771;25;13;N;NEGOZIO;1693;38;6;549;10154;1397199,855;4993506,555
POINT (1394660.669 4992532.884);CF;PIAZZA AMEDEO PEYRON 13;No;No;;2022;6;EXTRALIMENTARI;FORME SPECIALI DI VENDITA;Vend.dettaglio per corrispond./TV/altro sistema;Librerie;S;152267;.;.;N;;701;16;4;336;10143;1394660,669;4992532,884
POINT (1394644.073 4992578.369);CF;PIAZZA AMEDEO PEYRON 15/E;No;No;;2007;8;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Macelleria;S;1377;45;25;N;NEGOZIO;696;16;4;337;10143;1394644,073;4992578,369
POINT (1393522.541 4986282.934);CF;VIA PIACENZA 3;No;No;;2019;11;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio in spaccio aziendale;Giocattoli;S;145212;2250;39;N;SA;2371;61;8;851;10127;1393522,541;4986282,934
POINT (1392739.139 4995475.882);CF;VIA DELLE PERVINCHE 10/B;No;No;;2024;11;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;159925;41;26;N;;2753;65;5;520;10151;1392739,139;4995475,882
POINT (1392739.02 4995488.193);EP;VIA DELLE PERVINCHE 10/F;No;No;;2025;2;             .;Somministrazione;B;Nessuna;;142416;42;;N;;2753;65;5;520;10151;1392739,02;4995488,193
POINT (1392219.072 4987879.758);EP;VIA PUBLIO ELVIO PERTINACE 49/D;No;No;;2017;8;             .;Somministrazione;B;Nessuna;;41715;19;;N;;2337;60;2;169;10137;1392219,072;4987879,758
POINT (1397237.32864583 4992611.759375);EP;VIA PERUGIA 26/B;No;No;;2016;7;             .;Somministrazione;A;Nessuna;;105765;205;;N;;1013;23;7;686;10152;1397237,32864583;4992611,759375
POINT (1394616.704 4986307.413);CF;VIA PASSO BUOLE 7;Si;No;;1994;1;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;30373;50;.;;NEGOZIO;2298;58;8;833;10127;1394616,704;4986307,413
POINT (1394661.097 4986310.353);CF;VIA PASSO BUOLE 10/A;No;No;;2023;10;EXTRALIMENTARI;FORME SPECIALI DI VENDITA;Vend.dettaglio per corrispond./TV/altro sistema;Extralimentari;S;156037;.;.;N;;6650;58;8;833;10127;1394661,097;4986310,353
POINT (1394600.895 4986329.021);AE;VIA PASSO BUOLE 18/A;No;No;;2013;12;             .;Acconciatori/estetisti;Acconciatori;Nessuna;;59964;45;.;N;;6650;58;8;833;10127;1394600,895;4986329,021
POINT (1394600.895 4986329.021);CF;VIA PASSO BUOLE 18/A;No;No;;2014;1;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Profumeria;S;37102;54;4;N;NEGOZIO;6650;58;8;833;10127;1394600,895;4986329,021
POINT (1394073.857 4986518.23);CF;VIA PASSO BUOLE 52;Si;No;;1999;3;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Panetteria;S;34719;35;.;;NEGOZIO;2359;61;8;844;10127;1394073,857;4986518,23
POINT (1394052.148 4986529.224);AE;VIA PASSO BUOLE 56/B;No;No;;2001;4;ALTRO;Acconciatori/estetisti;Estetica;Nessuna;;61944;65;.;N;;2359;61;8;844;10127;1394052,148;4986529,224
POINT (1394049.316 4986530.688);EP;VIA PASSO BUOLE 56;No;No;;2017;2;             .;Somministrazione;B;Nessuna;;48860;51;;N;;2359;61;8;844;10127;1394049,316;4986530,688
POINT (1394049.316 4986530.688);CF;VIA PASSO BUOLE 56;No;No;;2008;12;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Non alimentari annessi ad altre attività;S;106598;90;10;N;NEGOZIO;2359;61;8;844;10127;1394049,316;4986530,688
POINT (1399413.911 4991994.014);AE;VIA PALLANZA 31/A;No;No;;2020;2;             .;Acconciatori/estetisti;Estetica;Nessuna;;130728;86;.;N;;985;22;7;678;10153;1399413,911;4991994,014
POINT (1396428.776 4995086.359);AE;VIA NATALE PALLI 1/A;No;No;;2008;5;             .;Acconciatori/estetisti;Acconciatori;Nessuna;;60541;0;.;N;;1831;43;5;446;10147;1396428,776;4995086,359
POINT (1396428.776 4995086.359);CF;VIA NATALE PALLI 1/A;No;No;;2008;5;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Non alimentari annessi ad altre attività;S;18269;32;.;N;NEGOZIO;1831;43;5;446;10147;1396428,776;4995086,359
